# G2043631.mdx  size=369,503 B  records=6562
0x00000864	iocp0
0x00023654	DTC will be set
0x00023665	No communication with Steering Angle sensor Module
0x00023699	Fail if: - Message 0x8B is not received for > 5s Pass: All messages received correctly
0x000236f2	Once every 5s for setting and 5ms for clearing.
0x0002373d	Missing Message
0x0002374e	ftb_87
0x0002376f	dtc_C126_fi_0
0x00023783	Lost Communication With Steering Angle Sensor Module
0x000237b9	dtc_C126
0x00023835	op_cycle_1
0x00023868	Ignition status is set to "OFF"; "HeadLghtHiPrmsn_D_Stat" signal is set to 0x0.
0x000238b9	AutoHighBeam is deactivated.
0x000239bb	Once every 5s for setting and 5ms for clearing.
0x00023a06	No Sub Type Information
0x00023a1f	ftb_00
0x00023a3f	C2.4; C2.5 CAN
0x00023a4f	dtc_C140_fi_0
0x00023a63	Lost Communication With Body Control Module
0x00023a90	dtc_C140
0x00023b0c	op_cycle_1
0x00023b41	Infotainment switches are not working, turn indicator is not working, cluster switches are not working.
0x00023c4e	Once every 5s for setting and 5ms for clearing.
0x00023c99	No Sub Type Information
0x00023cb2	ftb_00
0x00023cd2	C2.4; C2.5 CAN
0x00023ce2	dtc_C146_fi_0
0x00023cf6	Lost Communication With Serial Data Gateway "A"
0x00023d27	dtc_C146
0x00023da3	op_cycle_1
0x00023dd8	Cluster switches are not working.
0x00023ece	Once every 5s for setting and 5ms for clearing.
0x00023f19	No Sub Type Information
0x00023f32	ftb_00
0x00023f52	C2.4; C2.5 CAN
0x00023f62	dtc_C155_fi_0
0x00023f76	Lost Communication With Instrument Panel Cluster (IPC) Control Module
0x00023fbd	dtc_C155
0x00024039	op_cycle_1
0x000240f1	No Communication with SIMA Module.
0x000241c1	Once every 5s for setting and 5ms for clearing.
0x0002420c	Missing Message
0x0002421d	ftb_87
0x0002423d	C2.4; C2.5 CAN
0x0002424d	dtc_C1B7_fi_0
0x00024261	Lost Communication with Switch Input Module "A"
0x00024292	dtc_C1B7
0x0002430e	op_cycle_1
0x00024341	"AhbHiBeam_D_Rq" signal is set to 0x0.
0x00024369	AHB is deactivated. LaneKeepingAid is not working.
0x00024441	Once every 5s for setting and 5ms for clearing.
0x0002448c	No Sub Type Information
0x000244a5	ftb_00
0x000244c5	C2.4; C2.5 CAN
0x000244d5	dtc_C23A_fi_0
0x000244e9	Lost Communication With Image Processing Module A
0x0002451c	dtc_C23A
0x00024598	op_cycle_1
0x000245cb	"AhbStatGfhbFdbk_D_Actl" signal is set to 0x00; "AhbHiBeam_D_Rq" is set to 0x0
0x0002461b	AHB is deactivated.
0x000246f0	Once every 1s for setting and 5ms for clearing.
0x0002473b	No Sub Type Information
0x00024754	ftb_00
0x00024774	C2.4; C2.5 CAN
0x00024784	dtc_C241_fi_0
0x00024798	Lost Communication With Headlamp Control Module "A"
0x000247cd	dtc_C241
0x00024849	op_cycle_1
0x0002487c	Ignition Status signal is set to 0x0.
0x000248a3	AHB is deactivated. TurnIndicator is not working.
0x0002498e	Once every 5s for setting and 5ms for clearing.
0x000249d9	No Sub Type Information
0x000249f2	ftb_00
0x00024a12	C2.4; C2.5 CAN
0x00024a22	dtc_C422_fi_0
0x00024a36	Invalid Data Received From Body Control Module
0x00024a66	dtc_C422
0x00024ae2	op_cycle_1
0x00024b15	"AhbHiBeam_D_Rq" signal is set to 0x0.
0x00024b3d	AHB is deactivated.
0x00024c02	Once every 5s for setting and 5ms for clearing.
0x00024c4d	No Sub Type Information
0x00024c66	ftb_00
0x00024c86	C2.4; C2.5 CAN
0x00024c96	dtc_C53B_fi_0
0x00024caa	Invalid Data Received From Image Processing Module A
0x00024ce0	dtc_C53B
0x00024d5c	op_cycle_1
0x00024d8f	Default configuration will be taken.
0x00024db5	Initial configuration is active.
0x00024dd7	Module configuration hasn't been written yet.
0x00024e07	Once every 40 ms
0x00024e33	No Sub Type Information
0x00024e4c	ftb_00
0x00024e6d	dtc_E100_fi_0
0x00024e81	Initial Configuration Not Complete
0x00024ea5	dtc_E100
0x00024f21	op_cycle_1
0x00024f54	DTC will be set
0x00024f65	DTC is set
0x000250eb	Once every 5s for setting and 5ms for clearing.
0x00025136	No Sub Type Information
0x0002514f	ftb_00
0x0002516f	C2.4; C2.5 CAN
0x0002517f	dtc_E101_fi_0
0x00025193	Control Module Configuration Incompatible
0x000251be	dtc_E101
0x0002523a	op_cycle_1
0x0002526d	HSW will be switched off for whole ignition cycle.
0x000252a1	Heated steering wheel will not heat up any more for current ignition cycle.
0x00025383	Once every 5s for setting and 5ms for clearing.
0x000253ce	Circuit Short To Ground
0x000253e7	ftb_11
0x00025407	D2; D4
0x0002540f	dtc_E10A_fi_0
0x0002548a	HSW will be switched off for whole ignition cycle.
0x000254be	Heated steering wheel will not heat up any more for current ignition cycle.
0x0002550b	Fail: Voltage at temperature sensor connectors is >= 4.986V. Pass: Voltage temperature is <= 4.986V and new ignition cycle.
0x00025589	Once every 100ms for setting and 100 ms for clearing.
0x000255da	Circuit Open
0x000255e8	ftb_13
0x0002560c	dtc_E10A_fi_1
0x00025687	Heated Steering Wheel drops functionality for whole ignition cycle.
0x000256cc	Heated steering wheel will not heat up any more for current ignition cycle.
0x000257c2	Once every 5min for setting and 5ms for clearing.
0x0002580f	Signal Invalid
0x0002581f	ftb_29
0x00025843	dtc_E10A_fi_2
0x00025857	Temperature Sensor
0x0002586b	dtc_E10A
0x000258e7	op_cycle_1
0x0002591a	Default configuration will be used.
0x00025941	Fail: Module configuration data is corrupted.
0x00025971	Once every 40 ms.
0x0002599e	No Sub Type Information
0x000259b7	ftb_00
0x000259d8	dtc_E200_fi_0
0x000259ec	Control Module Configuration Memory Corrupt
0x00025a19	dtc_E200
0x00025a95	op_cycle_1
0x00025ac8	No DTC logging any more.
0x00025ae2	Module is not fully operable
0x00025b00	Voltage at connector pin < 10V.
0x00025b22	Once every 40 ms.
0x00025b4f	System Voltage Low
0x00025b63	ftb_A2
0x00025b83	C2.1 PWR KL30
0x00025b92	dtc_F003_fi_0
0x00025c0f	Module is not fully operable.
0x00025c2e	Voltage at connector pin > 15.5V.
0x00025c70	System Voltage High
0x00025c85	ftb_A3
0x00025ca9	dtc_F003_fi_1
0x00025cbd	Battery Voltage
0x00025cce	dtc_F003
0x00025e7b	session_02
0x00025e87	programmingSession
0x00025ea2	service_27_sf_01
0x00025eb4	requestSeed
0x00025ede	service_27_sf_02
0x00025ef0	sendKey
0x00025efe	security_01
0x00025f0b	Send Key (Security Level 0x01)
0x00025f2e	Ford_Production_Encryption_Prg_2012
0x00025f53	fb_01
0x0002608e	session_03
0x0002609a	extendedDiagnosticSession
0x000260bc	service_27_sf_03
0x000260ce	requestSeed
0x000260f8	service_27_sf_04
0x0002610a	sendKey
0x00026117	Used for I/O control
0x0002612d	security_03
0x0002613a	Send Key (Security Level 0x03)
0x0002615d	Ford_Production_Encryption_App_2012
0x00026182	fb_03
0x000262cb	pll_1
0x00026466	session_03
0x00026472	extendedDiagnosticSession
0x00026494	service_27_sf_03
0x000264a6	requestSeed
0x000264d0	service_27_sf_04
0x000264e2	sendKey
0x000264ef	Used for I/O control
0x00026505	security_03
0x00026512	Send Key (Security Level 0x03)
0x00026558	service_23_p4_max_00
0x000265bc	nrc_13
0x000265c4	incorrectMessageLengthOrInvalidFormat
0x00026602	nrc_31
0x0002660a	requestOutOfRange
0x00026636	service_23
0x00026642	ReadMemoryByAddress
0x0002666a	mem_00
0x00026672	Register
0x000266f9	mem_03
0x00026701	Strategy
0x00026908	session_01
0x00026914	defaultSession
0x00026a1f	session_03
0x00026a2b	extendedDiagnosticSession
0x00026ba8	session_02
0x00026bb4	programmingSession
0x00026c13	nrc_10
0x00026c1b	generalReject
0x00026c37	nrc_11
0x00026c3f	serviceNotSupported
0x00026c61	nrc_12
0x00026c69	subFunctionNotSupported
0x00026c8f	nrc_13
0x00026c97	incorrectMessageLengthOrInvalidFormat
0x00026ccb	nrc_14
0x00026cd3	responseTooLong
0x00026cf1	nrc_21
0x00026cf9	busyRepeatRequest
0x00026d19	nrc_22
0x00026d21	conditionsNotCorrect
0x00026d44	nrc_24
0x00026d4c	requestSequenceError
0x00026d6f	nrc_25
0x00026d77	noResponseFromSubnetComponent
0x00026da3	nrc_26
0x00026dab	failurePreventsExecutionOfRequestedAction
0x00026de3	nrc_31
0x00026deb	requestOutOfRange
0x00026e0b	nrc_33
0x00026e13	securityAccessDenied
0x00026e36	nrc_35
0x00026e3e	invalidKey
0x00026e57	nrc_36
0x00026e5f	exceedNumberOfAttempts
0x00026e84	nrc_37
0x00026e8c	requiredTimeDelayNotExpired
0x00026eb6	nrc_70
0x00026ebe	uploadDownloadNotAccepted
0x00026ee6	nrc_71
0x00026eee	transferDataSuspended
0x00026f12	nrc_72
0x00026f1a	generalProgrammingFailure
0x00026f42	nrc_73
0x00026f4a	wrongBlockSequenceCounter
0x00026f72	nrc_78
0x00026f7a	requestCorrectlyReceived-ResponsePending
0x00026fb1	nrc_7E
0x00026fb9	subFunctionNotSupportedInActiveSession
0x00026fee	nrc_7F
0x00026ff6	serviceNotSupportedInActiveSession
0x00027027	nrc_81
0x0002702f	rpmTooHigh
0x00027048	nrc_82
0x00027050	rpmTooLow
0x00027068	nrc_83
0x00027070	engineIsRunning
0x0002708e	nrc_84
0x00027096	engineIsNotRunning
0x000270b7	nrc_85
0x000270bf	engineRunTimeTooLow
0x000270e1	nrc_86
0x000270e9	temperatureTooHigh
0x0002710a	nrc_87
0x00027112	temperatureTooLow
0x00027132	nrc_88
0x0002713a	vehicleSpeedTooHigh
0x0002715c	nrc_89
0x00027164	vehicleSpeedTooLow
0x00027185	nrc_8A
0x0002718d	throttle/PedalTooHigh
0x000271b1	nrc_8B
0x000271b9	throttle/PedalTooLow
0x000271dc	nrc_8C
0x000271e4	transmissionRangeNotInNeutral
0x00027210	nrc_8D
0x00027218	transmissionRangeNotInGear
0x00027241	nrc_8F
0x00027249	brakeSwitch(es)NotClosed
0x00027270	nrc_90
0x00027278	shifterLeverNotInPark
0x0002729c	nrc_91
0x000272a4	torqueConverterClutchLocked
0x000272ce	nrc_92
0x000272d6	voltageTooHigh
0x000272f3	nrc_93
0x000272fb	voltageTooLow
0x00027317	nrc_F0
0x0002731f	externalSoftwareUpdateInProgress
0x0002734e	nrc_F1
0x00027356	nonDefaultSessionLockoutActive
0x000273aa	service_27_sf_01
0x000273bc	requestSeed
0x000273e8	service_27_sf_02
0x000273fa	sendKey
0x00027408	security_01
0x00027415	Send Key (Security Level 0x01)
0x0002745b	service_27_sf_03
0x00027490	service_27_sf_04
0x000274aa	Used for I/O control
0x000274c0	security_03
0x000274cd	Send Key (Security Level 0x03)
0x00027521	service_10_p4_max_00
0x00027549	service_10_p4_max_01
0x000275b0	service_10
0x000275bc	DiagnosticSessionControl
0x000275f8	service_10_sf_01
0x00027629	service_10_sf_02
0x00027656	service_10_sf_03
0x000276a2	service_11_p4_max_00
0x000276ca	service_11_p4_max_01
0x00027731	service_11
0x0002773d	ECUReset
0x00027768	service_11_sf_01
0x0002777a	hardReset
0x000277c0	service_14_p4_max_00
0x00027856	service_14
0x00027862	ClearDiagnosticInformation
0x000278a6	service_19_p4_max_00
0x00027925	service_19
0x00027931	ReadDTCInformation
0x00027962	service_19_sf_01
0x00027974	reportNumberOfDTCByStatusMask
0x000279aa	service_19_sf_02
0x000279bc	reportDTCByStatusMask
0x000279ea	service_19_sf_04
0x000279fc	reportDTCSnapshotRecordByDTCNumber
0x00027a37	service_19_sf_06
0x00027a49	reportDTCExtDataRecordByDTCNumber
0x00027a83	service_19_sf_0a
0x00027a95	reportSupportedDTC
0x00027ae2	service_22_p4_max_00
0x00027b0a	service_22_p4_max_01
0x00027bef	service_22
0x00027bfb	ReadDataByIdentifier
0x00027c37	service_23_p4_max_00
0x00027cbd	service_23
0x00027cc9	ReadMemoryByAddress
0x00027d04	service_27_p4_max_00
0x00027d2c	service_27_p4_max_01
0x00027dc9	service_27
0x00027dd5	SecurityAccess
0x00027e32	service_2A_p4_max_00
0x00027e78	sendAtSlowRate
0x00027e9d	sendAtMediumRate
0x00027ec4	sendAtFastRate
0x00027ee9	stopSending
0x00027f51	service_2A
0x00027f5d	ReadDataByPeriodicIdentifier
0x00027fa1	service_2C_p4_max_00
0x00028037	service_2C
0x00028043	DynamicallyDefineDataIdentifier
0x0002807f	service_2C_sf_01
0x00028091	defineByIdentifier
0x000280ba	service_2C_sf_02
0x000280cc	defineByMemoryAddress
0x000280f8	service_2C_sf_03
0x0002810a	clearDynamicallyDefinedDataIdentifier
0x0002816a	service_2E_p4_max_00
0x000281e7	service_2E
0x000281f3	WriteDataByIdentifier
0x00028230	service_2F_p4_max_00
0x00028262	iocp0
0x00028269	returnControlToECU
0x00028287	iocp3
0x0002828e	shortTermAdjustment
0x000282a9	service_2F_params_1
0x0002831d	service_2F
0x00028329	InputOutputControlByIdentifier
0x00028371	service_31_p4_max_00
0x0002839d	service_31_p4_max_01
0x00028472	service_31
0x0002847e	RoutineControl
0x000284ad	service_31_sf_01
0x000284bf	startRoutine
0x000284e2	service_31_sf_02
0x000284f4	stopRoutine
0x00028516	service_31_sf_03
0x00028528	requestRoutineResults
0x00028578	service_34_p4_max_00
0x000285b5	No Compression Method and No Encryption Method
0x0002866c	service_34
0x00028678	RequestDownload
0x000286b1	service_36_p4_max_00
0x0002873c	service_36
0x00028748	TransferData
0x0002877e	service_37_p4_max_00
0x000287fb	service_37
0x00028807	RequestTransferExit
0x00028844	service_3D_p4_max_00
0x000288e6	service_3D
0x000288f2	WriteMemoryByAddress
0x00028930	service_3E_p4_max_00
0x00028958	service_3E_p4_max_01
0x000289bf	service_3E
0x000289cb	TesterPresent
0x000289fb	service_3E_sf_00
0x00028a0d	zeroSubFunction
0x00028a57	service_85_p4_max_00
0x00028ae2	service_85
0x00028aee	ControlDTCSetting
0x00028b1c	service_85_sf_01
0x00028b2e	on
0x00028b47	service_85_sf_02
0x00028b59	off
0x00028cc3	pll_1
0x00028ec1	session_02
0x00028ecd	programmingSession
0x00028ee8	service_27_sf_01
0x00028efa	requestSeed
0x00028f24	service_27_sf_02
0x00028f36	sendKey
0x00028f44	security_01
0x00028f51	Send Key (Security Level 0x01)
0x000290c3	session_03
0x000290cf	extendedDiagnosticSession
0x000290f1	service_27_sf_03
0x00029103	requestSeed
0x0002912d	service_27_sf_04
0x0002913f	sendKey
0x0002914c	Used for I/O control
0x00029162	security_03
0x0002916f	Send Key (Security Level 0x03)
0x000291d2	Steering Column Control Module
0x000291fe	SCCM
0x00029238	iocp0
0x0002923f	returnControlToECU
0x0002925d	iocp3
0x00029264	shortTermAdjustment
0x00029392	session_03
0x0002939e	extendedDiagnosticSession
0x000293c0	service_27_sf_03
0x000293d2	requestSeed
0x000293fc	service_27_sf_04
0x0002940e	sendKey
0x0002941b	Used for I/O control
0x00029431	security_03
0x0002943e	Send Key (Security Level 0x03)
0x00029484	service_2F_p4_max_00
0x000294b6	service_2F_params_1
0x000294ec	nrc_11
0x000294f4	serviceNotSupported
0x00029520	nrc_13
0x00029528	incorrectMessageLengthOrInvalidFormat
0x00029566	nrc_31
0x0002956e	requestOutOfRange
0x00029598	nrc_7F
0x000295a0	serviceNotSupportedInActiveSession
0x000295dd	service_2F
0x000295e9	InputOutputControlByIdentifier
0x00029805	session_01
0x00029811	defaultSession
0x00029828	service_22_p4_max_00
0x0002999b	session_02
0x000299a7	programmingSession
0x000299c0	service_22_p4_max_01
0x00029a33	nrc_14
0x00029a3b	responseTooLong
0x00029a63	nrc_22
0x00029a6b	conditionsNotCorrect
0x00029aa6	nrc_86
0x00029aae	temperatureTooHigh
0x00029ad9	nrc_87
0x00029ae1	temperatureTooLow
0x00029b0b	nrc_88
0x00029b13	vehicleSpeedTooHigh
0x00029b3f	nrc_92
0x00029b47	voltageTooHigh
0x00029b6e	nrc_93
0x00029b76	voltageTooLow
0x00029b9e	service_22
0x00029baa	ReadDataByIdentifier
0x00029c41	None Of The Buttons Is Pressed
0x00029c61	did_05de_subfield_1_data_def_enum_1
0x00029c90	Button #1 Is Pressed
0x00029ca6	did_05de_subfield_1_data_def_enum_2
0x00029cd5	Button #2 Is Pressed
0x00029ceb	did_05de_subfield_1_data_def_enum_3
0x00029d1a	Button #3 Is Pressed
0x00029d30	did_05de_subfield_1_data_def_enum_4
0x00029d5f	Button #1 Is Stuck
0x00029d73	did_05de_subfield_1_data_def_enum_5
0x00029da2	Button #2 Is Stuck
0x00029db6	did_05de_subfield_1_data_def_enum_6
0x00029de5	Button #3 Is Stuck
0x00029df9	did_05de_subfield_1_data_def_enum_7
0x00029e28	Input Circuit Voltage Is Settled In A Dead Band Range That It Should Not Settle In
0x00029e7c	did_05de_subfield_1_data_def_enum_8
0x00029eab	Noisy - Input Circuit Voltage Is Not Settling Into Any Of The Other States Of This DID
0x00029f03	did_05de_subfield_1_data_def_enum_9
0x00029f32	Input Circuit Voltage Is Out Of Range - Low
0x00029f5f	did_05de_subfield_1_data_def_enum_10
0x00029f8f	Input Circuit Voltage Is Out Of Range - High
0x00029fbd	did_05de_subfield_1_data_def_enum_11
0x00029ff0	did_05de_subfield_1_data_def
0x0002a01b	did_05DE_subfield_1
0x0002a030	Driver Mode Select Switch Input State
0x0002a05f	did_05DE
0x0002a069	Driver Mode Select Switch Input State
0x0002a2eb	session_01
0x0002a2f7	defaultSession
0x0002a402	session_03
0x0002a40e	extendedDiagnosticSession
0x0002a42e	service_22_p4_max_00
0x0002a5a1	session_02
0x0002a5ad	programmingSession
0x0002a5c6	service_22_p4_max_01
0x0002a629	nrc_13
0x0002a631	incorrectMessageLengthOrInvalidFormat
0x0002a66f	nrc_14
0x0002a677	responseTooLong
0x0002a69f	nrc_22
0x0002a6a7	conditionsNotCorrect
0x0002a6d4	nrc_31
0x0002a6dc	requestOutOfRange
0x0002a706	nrc_86
0x0002a70e	temperatureTooHigh
0x0002a739	nrc_87
0x0002a741	temperatureTooLow
0x0002a76b	nrc_88
0x0002a773	vehicleSpeedTooHigh
0x0002a79f	nrc_92
0x0002a7a7	voltageTooHigh
0x0002a7ce	nrc_93
0x0002a7d6	voltageTooLow
0x0002a7fe	service_22
0x0002a80a	ReadDataByIdentifier
0x0002a8ee	did_402a_subfield_1_data_def
0x0002a919	did_402A_subfield_1
0x0002a92e	Vehicle Battery Voltage
0x0002a94f	did_402A
0x0002a959	Vehicle Battery Voltage
0x0002abbf	session_01
0x0002abcb	defaultSession
0x0002acd6	session_03
0x0002ace2	extendedDiagnosticSession
0x0002ad02	service_22_p4_max_00
0x0002ae75	session_02
0x0002ae81	programmingSession
0x0002ae9a	service_22_p4_max_01
0x0002aefd	nrc_13
0x0002af05	incorrectMessageLengthOrInvalidFormat
0x0002af43	nrc_14
0x0002af4b	responseTooLong
0x0002af73	nrc_22
0x0002af7b	conditionsNotCorrect
0x0002afa8	nrc_31
0x0002afb0	requestOutOfRange
0x0002afda	nrc_86
0x0002afe2	temperatureTooHigh
0x0002b00d	nrc_87
0x0002b015	temperatureTooLow
0x0002b03f	nrc_88
0x0002b047	vehicleSpeedTooHigh
0x0002b073	nrc_92
0x0002b07b	voltageTooHigh
0x0002b0a2	nrc_93
0x0002b0aa	voltageTooLow
0x0002b0d2	service_22
0x0002b0de	ReadDataByIdentifier
0x0002b1c3	did_4114_subfield_1_data_def
0x0002b1ee	did_4114_subfield_1
0x0002b203	Steering Wheel Heater feedback
0x0002b22b	did_4114
0x0002b235	Steering Wheel Heater feedback
0x0002b2cd	iocp0
0x0002b2d4	returnControlToECU
0x0002b2f2	iocp3
0x0002b2f9	shortTermAdjustment
0x0002b427	session_03
0x0002b433	extendedDiagnosticSession
0x0002b455	service_27_sf_03
0x0002b467	requestSeed
0x0002b491	service_27_sf_04
0x0002b4a3	sendKey
0x0002b4b0	Used for I/O control
0x0002b4c6	security_03
0x0002b4d3	Send Key (Security Level 0x03)
0x0002b519	service_2F_p4_max_00
0x0002b54b	service_2F_params_1
0x0002b581	nrc_11
0x0002b589	serviceNotSupported
0x0002b5b5	nrc_13
0x0002b5bd	incorrectMessageLengthOrInvalidFormat
0x0002b5fb	nrc_31
0x0002b603	requestOutOfRange
0x0002b62d	nrc_7F
0x0002b635	serviceNotSupportedInActiveSession
0x0002b672	service_2F
0x0002b67e	InputOutputControlByIdentifier
0x0002b89a	session_01
0x0002b8a6	defaultSession
0x0002b8bd	service_22_p4_max_00
0x0002ba30	session_02
0x0002ba3c	programmingSession
0x0002ba55	service_22_p4_max_01
0x0002bac8	nrc_14
0x0002bad0	responseTooLong
0x0002baf8	nrc_22
0x0002bb00	conditionsNotCorrect
0x0002bb3b	nrc_86
0x0002bb43	temperatureTooHigh
0x0002bb6e	nrc_87
0x0002bb76	temperatureTooLow
0x0002bba0	nrc_88
0x0002bba8	vehicleSpeedTooHigh
0x0002bbd4	nrc_92
0x0002bbdc	voltageTooHigh
0x0002bc03	nrc_93
0x0002bc0b	voltageTooLow
0x0002bc33	service_22
0x0002bc3f	ReadDataByIdentifier
0x0002bcd6	Off
0x0002bcdb	did_4128_subfield_1_data_def_enum_1
0x0002bd0a	On
0x0002bd0e	did_4128_subfield_1_data_def_enum_2
0x0002bd40	did_4128_subfield_1_data_def
0x0002bd6b	did_4128_subfield_1
0x0002bd80	Cruise Set + Switch
0x0002bdba	False
0x0002bdc1	did_4128_subfield_2_data_def_enum_1
0x0002bdf0	True
0x0002bdf6	did_4128_subfield_2_data_def_enum_2
0x0002be28	did_4128_subfield_2_data_def
0x0002be53	did_4128_subfield_2
0x0002be68	Cruise Switch Null State -Cruise Control Multi-Function Input A
0x0002bed2	did_4128_subfield_3_data_def_enum_1
0x0002bf05	did_4128_subfield_3_data_def_enum_2
0x0002bf37	did_4128_subfield_3_data_def
0x0002bf62	did_4128_subfield_3
0x0002bf77	Cruise Resume Switch
0x0002bfb6	did_4128_subfield_4_data_def_enum_1
0x0002bfe9	did_4128_subfield_4_data_def_enum_2
0x0002c01b	did_4128_subfield_4_data_def
0x0002c046	did_4128_subfield_4
0x0002c05b	Cruise Cancel Switch
0x0002c09a	did_4128_subfield_5_data_def_enum_1
0x0002c0cd	did_4128_subfield_5_data_def_enum_2
0x0002c0ff	did_4128_subfield_5_data_def
0x0002c12a	did_4128_subfield_5
0x0002c13f	Cruise On/Off/Cancel Switch
0x0002c185	did_4128_subfield_6_data_def_enum_1
0x0002c1b8	did_4128_subfield_6_data_def_enum_2
0x0002c1ea	did_4128_subfield_6_data_def
0x0002c215	did_4128_subfield_6
0x0002c22a	Cruise On/Off Switch
0x0002c269	did_4128_subfield_7_data_def_enum_1
0x0002c29c	did_4128_subfield_7_data_def_enum_2
0x0002c2ce	did_4128_subfield_7_data_def
0x0002c2f9	did_4128_subfield_7
0x0002c30e	Cruise Off Switch
0x0002c34a	did_4128_subfield_8_data_def_enum_1
0x0002c37d	did_4128_subfield_8_data_def_enum_2
0x0002c3af	did_4128_subfield_8_data_def
0x0002c3da	did_4128_subfield_8
0x0002c3ef	Cruise On Switch
0x0002c426	No
0x0002c42a	did_4128_subfield_9_data_def_enum_1
0x0002c459	Yes
0x0002c45e	did_4128_subfield_9_data_def_enum_2
0x0002c490	did_4128_subfield_9_data_def
0x0002c4bb	did_4128_subfield_9
0x0002c4d0	Cruise Control Circuit Switch Fault
0x0002c51e	did_4128_subfield_10_data_def_enum_1
0x0002c552	did_4128_subfield_10_data_def_enum_2
0x0002c585	did_4128_subfield_10_data_def
0x0002c5b1	did_4128_subfield_10
0x0002c5c7	Adaptive Speed Limiter Device (ASLD) On/Off Switch
0x0002c624	did_4128_subfield_11_data_def_enum_1
0x0002c658	did_4128_subfield_11_data_def_enum_2
0x0002c68b	did_4128_subfield_11_data_def
0x0002c6b7	did_4128_subfield_11
0x0002c6cd	Cruise Cancel Resume Switch
0x0002c713	did_4128_subfield_12_data_def_enum_1
0x0002c747	did_4128_subfield_12_data_def_enum_2
0x0002c77a	did_4128_subfield_12_data_def
0x0002c7a6	did_4128_subfield_12
0x0002c7bc	Cruise Gap Switch
0x0002c7f8	did_4128_subfield_13_data_def_enum_1
0x0002c82c	did_4128_subfield_13_data_def_enum_2
0x0002c85f	did_4128_subfield_13_data_def
0x0002c88b	did_4128_subfield_13
0x0002c8a1	Cruise Time Gap minus Switch
0x0002c8e8	did_4128_subfield_14_data_def_enum_1
0x0002c91c	did_4128_subfield_14_data_def_enum_2
0x0002c94f	did_4128_subfield_14_data_def
0x0002c97b	did_4128_subfield_14
0x0002c991	Cruise Time Gap + Switch
0x0002c9d4	did_4128_subfield_15_data_def_enum_1
0x0002ca08	did_4128_subfield_15_data_def_enum_2
0x0002ca3b	did_4128_subfield_15_data_def
0x0002ca67	did_4128_subfield_15
0x0002ca7d	Cruise Set - Switch
0x0002cabb	did_4128_subfield_16_data_def_enum_1
0x0002caef	did_4128_subfield_16_data_def_enum_2
0x0002cb22	did_4128_subfield_16_data_def
0x0002cb4e	did_4128_subfield_16
0x0002cb64	Traffic Jam Assist Switch
0x0002cb87	did_4128
0x0002cb91	Cruise control switches
0x0002cdf7	session_01
0x0002ce03	defaultSession
0x0002cf0e	session_03
0x0002cf1a	extendedDiagnosticSession
0x0002cf3a	service_22_p4_max_00
0x0002d0ad	session_02
0x0002d0b9	programmingSession
0x0002d0d2	service_22_p4_max_01
0x0002d135	nrc_13
0x0002d13d	incorrectMessageLengthOrInvalidFormat
0x0002d17b	nrc_14
0x0002d183	responseTooLong
0x0002d1ab	nrc_22
0x0002d1b3	conditionsNotCorrect
0x0002d1e0	nrc_31
0x0002d1e8	requestOutOfRange
0x0002d212	nrc_86
0x0002d21a	temperatureTooHigh
0x0002d245	nrc_87
0x0002d24d	temperatureTooLow
0x0002d277	nrc_88
0x0002d27f	vehicleSpeedTooHigh
0x0002d2ab	nrc_92
0x0002d2b3	voltageTooHigh
0x0002d2da	nrc_93
0x0002d2e2	voltageTooLow
0x0002d30a	service_22
0x0002d316	ReadDataByIdentifier
0x0002d3fa	did_4199_subfield_1_data_def
0x0002d425	did_4199_subfield_1
0x0002d43a	Steering Wheel Temperature - Raw
0x0002d464	did_4199
0x0002d46e	Steering Wheel Temperature - Raw
0x0002d50a	iocp0
0x0002d511	returnControlToECU
0x0002d52f	iocp3
0x0002d536	shortTermAdjustment
0x0002d664	session_03
0x0002d670	extendedDiagnosticSession
0x0002d692	service_27_sf_03
0x0002d6a4	requestSeed
0x0002d6ce	service_27_sf_04
0x0002d6e0	sendKey
0x0002d6ed	Used for I/O control
0x0002d703	security_03
0x0002d710	Send Key (Security Level 0x03)
0x0002d756	service_2F_p4_max_00
0x0002d788	service_2F_params_1
0x0002d7be	nrc_11
0x0002d7c6	serviceNotSupported
0x0002d7f2	nrc_13
0x0002d7fa	incorrectMessageLengthOrInvalidFormat
0x0002d838	nrc_31
0x0002d840	requestOutOfRange
0x0002d86a	nrc_7F
0x0002d872	serviceNotSupportedInActiveSession
0x0002d8af	service_2F
0x0002d8bb	InputOutputControlByIdentifier
0x0002dad7	session_01
0x0002dae3	defaultSession
0x0002dafa	service_22_p4_max_00
0x0002dc6d	session_02
0x0002dc79	programmingSession
0x0002dc92	service_22_p4_max_01
0x0002dd05	nrc_14
0x0002dd0d	responseTooLong
0x0002dd35	nrc_22
0x0002dd3d	conditionsNotCorrect
0x0002dd78	nrc_86
0x0002dd80	temperatureTooHigh
0x0002ddab	nrc_87
0x0002ddb3	temperatureTooLow
0x0002dddd	nrc_88
0x0002dde5	vehicleSpeedTooHigh
0x0002de11	nrc_92
0x0002de19	voltageTooHigh
0x0002de40	nrc_93
0x0002de48	voltageTooLow
0x0002de70	service_22
0x0002de7c	ReadDataByIdentifier
0x0002df13	Not Pressed
0x0002df20	did_41fa_subfield_1_data_def_enum_1
0x0002df4f	Pressed
