# G2427628.mdx  size=2,300,917 B  records=38422
0x00000973	pll_1
0x0012ca1f	did_42d3_subfield_5_data_def_enum_6
0x0012ca52	did_42d3_subfield_5_data_def_enum_7
0x0012ca85	did_42d3_subfield_5_data_def_enum_8
0x0012cab8	did_42d3_subfield_5_data_def_enum_9
0x0012caeb	did_42d3_subfield_5_data_def_enum_10
0x0012cb1f	did_42d3_subfield_5_data_def_enum_11
0x0012cb53	did_42d3_subfield_5_data_def_enum_12
0x0012cb83	CAN Communication Error
0x0012cb9c	did_42d3_subfield_5_data_def_enum_13
0x0012cbd0	did_42d3_subfield_5_data_def_enum_14
0x0012cc04	did_42d3_subfield_5_data_def_enum_15
0x0012cc37	did_42d3_subfield_5_data_def
0x0012cc62	did_42D3_subfield_5
0x0012cc77	5th Most Recent RBA Fault
0x0012ccbb	did_42d3_subfield_6_data_def_enum_1
0x0012ccee	did_42d3_subfield_6_data_def_enum_2
0x0012cd21	did_42d3_subfield_6_data_def_enum_3
0x0012cd54	did_42d3_subfield_6_data_def_enum_4
0x0012cd87	did_42d3_subfield_6_data_def_enum_5
0x0012cdba	did_42d3_subfield_6_data_def_enum_6
0x0012cded	did_42d3_subfield_6_data_def_enum_7
0x0012ce20	did_42d3_subfield_6_data_def_enum_8
0x0012ce53	did_42d3_subfield_6_data_def_enum_9
0x0012ce86	did_42d3_subfield_6_data_def_enum_10
0x0012ceba	did_42d3_subfield_6_data_def_enum_11
0x0012ceee	did_42d3_subfield_6_data_def_enum_12
0x0012cf22	did_42d3_subfield_6_data_def_enum_13
0x0012cf56	did_42d3_subfield_6_data_def_enum_14
0x0012cf8a	did_42d3_subfield_6_data_def_enum_15
0x0012cfbd	did_42d3_subfield_6_data_def
0x0012cfe8	did_42D3_subfield_6
0x0012cffd	6th Most Recent RBA Fault
0x0012d041	did_42d3_subfield_7_data_def_enum_1
0x0012d074	did_42d3_subfield_7_data_def_enum_2
0x0012d0a7	did_42d3_subfield_7_data_def_enum_3
0x0012d0da	did_42d3_subfield_7_data_def_enum_4
0x0012d10d	did_42d3_subfield_7_data_def_enum_5
0x0012d140	did_42d3_subfield_7_data_def_enum_6
0x0012d173	did_42d3_subfield_7_data_def_enum_7
0x0012d1a6	did_42d3_subfield_7_data_def_enum_8
0x0012d1d9	did_42d3_subfield_7_data_def_enum_9
0x0012d20c	did_42d3_subfield_7_data_def_enum_10
0x0012d240	did_42d3_subfield_7_data_def_enum_11
0x0012d274	did_42d3_subfield_7_data_def_enum_12
0x0012d2a8	did_42d3_subfield_7_data_def_enum_13
0x0012d2dc	did_42d3_subfield_7_data_def_enum_14
0x0012d310	did_42d3_subfield_7_data_def_enum_15
0x0012d343	did_42d3_subfield_7_data_def
0x0012d36e	did_42D3_subfield_7
0x0012d383	7th Most Recent RBA Fault
0x0012d3c7	did_42d3_subfield_8_data_def_enum_1
0x0012d3fa	did_42d3_subfield_8_data_def_enum_2
0x0012d42d	did_42d3_subfield_8_data_def_enum_3
0x0012d460	did_42d3_subfield_8_data_def_enum_4
0x0012d493	did_42d3_subfield_8_data_def_enum_5
0x0012d4c6	did_42d3_subfield_8_data_def_enum_6
0x0012d4f9	did_42d3_subfield_8_data_def_enum_7
0x0012d52c	did_42d3_subfield_8_data_def_enum_8
0x0012d55f	did_42d3_subfield_8_data_def_enum_9
0x0012d592	did_42d3_subfield_8_data_def_enum_10
0x0012d5c6	did_42d3_subfield_8_data_def_enum_11
0x0012d5fa	did_42d3_subfield_8_data_def_enum_12
0x0012d62e	did_42d3_subfield_8_data_def_enum_13
0x0012d662	did_42d3_subfield_8_data_def_enum_14
0x0012d696	did_42d3_subfield_8_data_def_enum_15
0x0012d6c9	did_42d3_subfield_8_data_def
0x0012d6f4	did_42D3_subfield_8
0x0012d709	8th Most Recent RBA Fault
0x0012d74d	did_42d3_subfield_9_data_def_enum_1
0x0012d780	did_42d3_subfield_9_data_def_enum_2
0x0012d7b3	did_42d3_subfield_9_data_def_enum_3
0x0012d7e6	did_42d3_subfield_9_data_def_enum_4
0x0012d819	did_42d3_subfield_9_data_def_enum_5
0x0012d84c	did_42d3_subfield_9_data_def_enum_6
0x0012d87f	did_42d3_subfield_9_data_def_enum_7
0x0012d8b2	did_42d3_subfield_9_data_def_enum_8
0x0012d8e5	did_42d3_subfield_9_data_def_enum_9
0x0012d918	did_42d3_subfield_9_data_def_enum_10
0x0012d94c	did_42d3_subfield_9_data_def_enum_11
0x0012d980	did_42d3_subfield_9_data_def_enum_12
0x0012d9b4	did_42d3_subfield_9_data_def_enum_13
0x0012d9e8	did_42d3_subfield_9_data_def_enum_14
0x0012da1c	did_42d3_subfield_9_data_def_enum_15
0x0012da4f	did_42d3_subfield_9_data_def
0x0012da7a	did_42D3_subfield_9
0x0012da8f	9th Most Recent RBA Fault
0x0012dad3	did_42d3_subfield_10_data_def_enum_1
0x0012db07	did_42d3_subfield_10_data_def_enum_2
0x0012db3b	did_42d3_subfield_10_data_def_enum_3
0x0012db6f	did_42d3_subfield_10_data_def_enum_4
0x0012dba3	did_42d3_subfield_10_data_def_enum_5
0x0012dbd7	did_42d3_subfield_10_data_def_enum_6
0x0012dc0b	did_42d3_subfield_10_data_def_enum_7
0x0012dc3f	did_42d3_subfield_10_data_def_enum_8
0x0012dc73	did_42d3_subfield_10_data_def_enum_9
0x0012dca7	did_42d3_subfield_10_data_def_enum_10
0x0012dcdc	did_42d3_subfield_10_data_def_enum_11
0x0012dd11	did_42d3_subfield_10_data_def_enum_12
0x0012dd46	did_42d3_subfield_10_data_def_enum_13
0x0012dd7b	did_42d3_subfield_10_data_def_enum_14
0x0012ddb0	did_42d3_subfield_10_data_def_enum_15
0x0012dde4	did_42d3_subfield_10_data_def
0x0012de10	did_42D3_subfield_10
0x0012de26	10th Most Recent RBA Fault
0x0012de4a	did_42D3
0x0012de54	Reverse Brake Assist Fault History
0x0012df03	did_42d4_subfield_1_data_def
0x0012df2e	did_42D4_subfield_1
0x0012df43	Reverse Brake Assist Cross Traffic Event Counter
0x0012df7d	did_42D4
0x0012df87	Reverse Brake Assist Cross Traffic Event Counter
0x0012e050	did_42d5_subfield_1_data_def
0x0012e07b	did_42D5_subfield_1
0x0012e090	Reverse Brake Assist Reverse Count
0x0012e0bc	did_42D5
0x0012e0c6	Reverse Brake Assist Reverse Count
0x0012e14a	did_42db_subfield_1_data_def_enum_1
0x0012e17d	did_42db_subfield_1_data_def_enum_2
0x0012e1b0	did_42db_subfield_1_data_def_enum_3
0x0012e1e2	did_42db_subfield_1_data_def
0x0012e20d	did_42DB_subfield_1
0x0012e222	Pre Collision Assist Switch Status
0x0012e24e	did_42DB
0x0012e258	Pre Collision Assist Switch Status
0x0012e2d5	did_5817_subfield_1_data_def
0x0012e300	did_5817_subfield_1
0x0012e315	Event Data Record #1
0x0012e333	did_5817
0x0012e33d	Event Data Record #1
0x0012e3ac	did_5818_subfield_1_data_def
0x0012e3d7	did_5818_subfield_1
0x0012e3ec	Event Data Record #2
0x0012e40a	did_5818
0x0012e414	Event Data Record #2
0x0012e4b5	did_6011_subfield_1_data_def
0x0012e4e0	did_6011_subfield_1
0x0012e4f5	Front Side Left Sensor Distance
0x0012e51e	did_6011
0x0012e528	Front Side Left Sensor Distance
0x0012e5d4	did_6012_subfield_1_data_def
0x0012e5ff	did_6012_subfield_1
0x0012e614	Front Side Right Sensor Distance
0x0012e63e	did_6012
0x0012e648	Front Side Right Sensor Distance
0x0012e6c6	No Abort
0x0012e6d0	did_601b_subfield_1_data_def_enum_1
0x0012e6ff	Max Lateral Deviation Exceeded
0x0012e71f	did_601b_subfield_1_data_def_enum_2
0x0012e74e	Max Angular Deviation Exceeded
0x0012e76e	did_601b_subfield_1_data_def_enum_3
0x0012e79d	Point Of No Return Not Reached
0x0012e7bd	did_601b_subfield_1_data_def_enum_4
0x0012e7ec	Movement Limit Exceeded
0x0012e805	did_601b_subfield_1_data_def_enum_5
0x0012e834	Signal Condition
0x0012e846	did_601b_subfield_1_data_def_enum_6
0x0012e878	did_601b_subfield_1_data_def
0x0012e8a3	did_601B_subfield_1
0x0012e8b8	Parking Aid System Abort Status - Latest State
0x0012e911	did_601b_subfield_2_data_def_enum_1
0x0012e944	did_601b_subfield_2_data_def_enum_2
0x0012e977	did_601b_subfield_2_data_def_enum_3
0x0012e9aa	did_601b_subfield_2_data_def_enum_4
0x0012e9dd	did_601b_subfield_2_data_def_enum_5
0x0012ea10	did_601b_subfield_2_data_def_enum_6
0x0012ea42	did_601b_subfield_2_data_def
0x0012ea6d	did_601B_subfield_2
0x0012ea82	Parking Aid System Abort Status - 2nd Latest State
0x0012eadf	did_601b_subfield_3_data_def_enum_1
0x0012eb12	did_601b_subfield_3_data_def_enum_2
0x0012eb45	did_601b_subfield_3_data_def_enum_3
0x0012eb78	did_601b_subfield_3_data_def_enum_4
0x0012ebab	did_601b_subfield_3_data_def_enum_5
0x0012ebde	did_601b_subfield_3_data_def_enum_6
0x0012ec10	did_601b_subfield_3_data_def
0x0012ec3b	did_601B_subfield_3
0x0012ec50	Parking Aid System Abort Status - 3rd Latest State
0x0012ecad	did_601b_subfield_4_data_def_enum_1
0x0012ece0	did_601b_subfield_4_data_def_enum_2
0x0012ed13	did_601b_subfield_4_data_def_enum_3
0x0012ed46	did_601b_subfield_4_data_def_enum_4
0x0012ed79	did_601b_subfield_4_data_def_enum_5
0x0012edac	did_601b_subfield_4_data_def_enum_6
0x0012edde	did_601b_subfield_4_data_def
0x0012ee09	did_601B_subfield_4
0x0012ee1e	Parking Aid System Abort Status - 4th Latest State
0x0012ee7b	did_601b_subfield_5_data_def_enum_1
0x0012eeae	did_601b_subfield_5_data_def_enum_2
0x0012eee1	did_601b_subfield_5_data_def_enum_3
0x0012ef14	did_601b_subfield_5_data_def_enum_4
0x0012ef47	did_601b_subfield_5_data_def_enum_5
0x0012ef7a	did_601b_subfield_5_data_def_enum_6
0x0012efac	did_601b_subfield_5_data_def
0x0012efd7	did_601B_subfield_5
0x0012efec	Parking Aid System Abort Status - 5th Latest State
0x0012f028	did_601B
0x0012f032	Parking Aid System Abort Status
0x0012f0de	did_6020_subfield_1_data_def
0x0012f109	did_6020_subfield_1
0x0012f11e	Right Rear Sensor Distance
0x0012f142	did_6020
0x0012f14c	Right Rear Sensor Distance
0x0012f1f3	did_6021_subfield_1_data_def
0x0012f21e	did_6021_subfield_1
0x0012f233	Left Rear Sensor Distance
0x0012f256	did_6021
0x0012f260	Left Rear Sensor Distance
0x0012f2e3	Camera Uncalibrated
0x0012f2f8	did_6075_subfield_1_data_def_enum_1
0x0012f327	Camera Basic Calibration
0x0012f341	did_6075_subfield_1_data_def_enum_2
0x0012f370	Camera Good Calibration
0x0012f389	did_6075_subfield_1_data_def_enum_3
0x0012f3b8	Camera Mature Calibration
0x0012f3d3	did_6075_subfield_1_data_def_enum_4
0x0012f402	Camera Deadjusted Calibration
0x0012f421	did_6075_subfield_1_data_def_enum_5
0x0012f450	Camera Unable to Calibrate
0x0012f46c	did_6075_subfield_1_data_def_enum_6
0x0012f49e	did_6075_subfield_1_data_def
0x0012f4c9	did_6075_subfield_1
0x0012f4de	Front Camera
0x0012f517	did_6075_subfield_2_data_def_enum_1
0x0012f54c	did_6075_subfield_2_data_def_enum_2
0x0012f581	did_6075_subfield_2_data_def_enum_3
0x0012f5b6	did_6075_subfield_2_data_def_enum_4
0x0012f5eb	did_6075_subfield_2_data_def_enum_5
0x0012f620	did_6075_subfield_2_data_def_enum_6
0x0012f652	did_6075_subfield_2_data_def
0x0012f67d	did_6075_subfield_2
0x0012f692	Left Camera
0x0012f6ca	did_6075_subfield_3_data_def_enum_1
0x0012f6ff	did_6075_subfield_3_data_def_enum_2
0x0012f734	did_6075_subfield_3_data_def_enum_3
0x0012f769	did_6075_subfield_3_data_def_enum_4
0x0012f79e	did_6075_subfield_3_data_def_enum_5
0x0012f7d3	did_6075_subfield_3_data_def_enum_6
0x0012f805	did_6075_subfield_3_data_def
0x0012f830	did_6075_subfield_3
0x0012f845	Rear Camera
0x0012f87d	did_6075_subfield_4_data_def_enum_1
0x0012f8b2	did_6075_subfield_4_data_def_enum_2
0x0012f8e7	did_6075_subfield_4_data_def_enum_3
0x0012f91c	did_6075_subfield_4_data_def_enum_4
0x0012f951	did_6075_subfield_4_data_def_enum_5
0x0012f986	did_6075_subfield_4_data_def_enum_6
0x0012f9b8	did_6075_subfield_4_data_def
0x0012f9e3	did_6075_subfield_4
0x0012f9f8	Right Camera
0x0012fa0e	did_6075
0x0012fa18	Surround View Camera Calibration Quality Status
0x0012fad6	did_a222_subfield_1_data_def
0x0012fb01	did_A222_subfield_1
0x0012fb16	Yaw Rate
0x0012fb28	did_A222
0x0012fb32	Yaw Rate
0x0012fb9e	did_b104_subfield_1_data_def_enum_1
0x0012fbd1	did_b104_subfield_1_data_def_enum_2
0x0012fc03	did_b104_subfield_1_data_def
0x0012fc2e	did_B104_subfield_1
0x0012fc43	Center Right Front Sensor Detection Since Key On
0x0012fc9e	did_b104_subfield_2_data_def_enum_1
0x0012fcd1	did_b104_subfield_2_data_def_enum_2
0x0012fd03	did_b104_subfield_2_data_def
0x0012fd2e	did_B104_subfield_2
0x0012fd43	Center Left Front Sensor Detection Since Key On
0x0012fd9d	did_b104_subfield_3_data_def_enum_1
0x0012fdd0	did_b104_subfield_3_data_def_enum_2
0x0012fe02	did_b104_subfield_3_data_def
0x0012fe2d	did_B104_subfield_3
0x0012fe42	Corner Right Front Sensor Detection Since Key On
0x0012fe9d	did_b104_subfield_4_data_def_enum_1
0x0012fed0	did_b104_subfield_4_data_def_enum_2
0x0012ff02	did_b104_subfield_4_data_def
0x0012ff2d	did_B104_subfield_4
0x0012ff42	Corner Left Front Sensor Detection Since Key On
0x0012ff9c	did_b104_subfield_5_data_def_enum_1
0x0012ffcf	did_b104_subfield_5_data_def_enum_2
0x00130001	did_b104_subfield_5_data_def
0x0013002c	did_B104_subfield_5
0x00130041	Center Right Rear Sensor Detection Since Key On
0x0013009b	did_b104_subfield_6_data_def_enum_1
0x001300ce	did_b104_subfield_6_data_def_enum_2
0x00130100	did_b104_subfield_6_data_def
0x0013012b	did_B104_subfield_6
0x00130140	Center Left Rear Sensor Detection Since Key On
0x00130199	did_b104_subfield_7_data_def_enum_1
0x001301cc	did_b104_subfield_7_data_def_enum_2
0x001301fe	did_b104_subfield_7_data_def
0x00130229	did_B104_subfield_7
0x0013023e	Corner Right Rear Sensor Detection Since Key On
0x00130298	did_b104_subfield_8_data_def_enum_1
0x001302cb	did_b104_subfield_8_data_def_enum_2
0x001302fd	did_b104_subfield_8_data_def
0x00130328	did_B104_subfield_8
0x0013033d	Corner Left Rear Sensor Detection Since Key On
0x00130375	did_B104
0x0013037f	Park Aid Detection Status
0x001303fc	did_b105_subfield_1_data_def_enum_1
0x0013042f	did_b105_subfield_1_data_def_enum_2
0x00130461	did_b105_subfield_1_data_def
0x0013048c	did_B105_subfield_1
0x001304a1	Vehicle Speed Above Deactivation Threshold
0x001304f6	did_b105_subfield_2_data_def_enum_1
0x00130529	did_b105_subfield_2_data_def_enum_2
0x0013055b	did_b105_subfield_2_data_def
0x00130586	did_B105_subfield_2
0x0013059b	Vehicle Speed Above Activation Threshold
0x001305ee	did_b105_subfield_3_data_def_enum_1
0x00130621	did_b105_subfield_3_data_def_enum_2
0x00130653	did_b105_subfield_3_data_def
0x0013067e	did_B105_subfield_3
0x00130693	Fault Condition Present
0x001306d5	did_b105_subfield_4_data_def_enum_1
0x00130708	did_b105_subfield_4_data_def_enum_2
0x0013073a	did_b105_subfield_4_data_def
0x00130765	did_B105_subfield_4
0x0013077a	Trailer Attached
0x001307b5	did_b105_subfield_5_data_def_enum_1
0x001307e8	did_b105_subfield_5_data_def_enum_2
0x0013081a	did_b105_subfield_5_data_def
0x00130845	did_B105_subfield_5
0x0013085a	Transmission In Reverse
0x0013089c	did_b105_subfield_6_data_def_enum_1
0x001308cf	did_b105_subfield_6_data_def_enum_2
0x00130901	did_b105_subfield_6_data_def
0x0013092c	did_B105_subfield_6
0x00130941	Switch State
0x00130978	did_b105_subfield_7_data_def_enum_1
0x001309ab	did_b105_subfield_7_data_def_enum_2
0x001309dd	did_b105_subfield_7_data_def
0x00130a08	did_B105_subfield_7
0x00130a1d	LED High Side Driven
0x00130a5c	did_b105_subfield_8_data_def_enum_1
0x00130a8f	did_b105_subfield_8_data_def_enum_2
0x00130ac1	did_b105_subfield_8_data_def
0x00130aec	did_B105_subfield_8
0x00130b01	Front Sensors Configured
0x00130b40	Inactive
0x00130b4a	did_b105_subfield_9_data_def_enum_1
0x00130b79	Active
0x00130b81	did_b105_subfield_9_data_def_enum_2
0x00130bb3	did_b105_subfield_9_data_def
0x00130bde	did_B105_subfield_9
0x00130bf3	AutoOff strategy
0x00130c30	did_b105_subfield_10_data_def_enum_1
0x00130c66	did_b105_subfield_10_data_def_enum_2
0x00130c99	did_b105_subfield_10_data_def
0x00130cc5	did_B105_subfield_10
0x00130cdb	Mute
0x00130d0c	did_b105_subfield_11_data_def_enum_1
0x00130d42	did_b105_subfield_11_data_def_enum_2
0x00130d75	did_b105_subfield_11_data_def
0x00130da1	did_B105_subfield_11
0x00130db7	Front Sounder
0x00130df1	did_b105_subfield_12_data_def_enum_1
0x00130e27	did_b105_subfield_12_data_def_enum_2
0x00130e5a	did_b105_subfield_12_data_def
0x00130e86	did_B105_subfield_12
0x00130e9c	Rear Sounder
0x00130ed5	did_b105_subfield_13_data_def_enum_1
0x00130f0b	did_b105_subfield_13_data_def_enum_2
0x00130f3e	did_b105_subfield_13_data_def
0x00130f6a	did_B105_subfield_13
0x00130f80	System LED
0x00130fb7	did_b105_subfield_14_data_def_enum_1
0x00130fed	did_b105_subfield_14_data_def_enum_2
0x00131020	did_b105_subfield_14_data_def
0x0013104c	did_B105_subfield_14
0x00131062	Park Aid Front Sensors
0x001310a5	did_b105_subfield_15_data_def_enum_1
0x001310db	did_b105_subfield_15_data_def_enum_2
0x0013110e	did_b105_subfield_15_data_def
0x0013113a	did_B105_subfield_15
0x00131150	Park Aid Rear Sensors
0x00131192	did_b105_subfield_16_data_def_enum_1
0x001311c8	did_b105_subfield_16_data_def_enum_2
0x001311fb	did_b105_subfield_16_data_def
0x00131227	did_B105_subfield_16
0x0013123d	Park Aid System
0x00131279	did_b105_subfield_17_data_def_enum_1
0x001312af	did_b105_subfield_17_data_def_enum_2
0x001312e2	did_b105_subfield_17_data_def
0x0013130e	did_B105_subfield_17
0x00131324	Semi Automatic Parallel Parking System LED
0x0013137b	did_b105_subfield_18_data_def_enum_1
0x001313b1	did_b105_subfield_18_data_def_enum_2
0x001313e4	did_b105_subfield_18_data_def
0x00131410	did_B105_subfield_18
0x00131426	Semi Automatic Parallel Parking Left Side Sensor
0x00131483	did_b105_subfield_19_data_def_enum_1
0x001314b9	did_b105_subfield_19_data_def_enum_2
0x001314ec	did_b105_subfield_19_data_def
0x00131518	did_B105_subfield_19
0x0013152e	Semi Automatic Parallel Parking Right Side Sensor
0x0013158c	did_b105_subfield_20_data_def_enum_1
0x001315c2	did_b105_subfield_20_data_def_enum_2
0x001315f5	did_b105_subfield_20_data_def
0x00131621	did_B105_subfield_20
0x00131637	Semi Automatic Parallel Parking System
0x00131667	did_B105
0x00131671	Park Aid Status
0x0013170f	did_b112_subfield_1_data_def
0x0013173a	did_B112_subfield_1
0x0013174f	Corner Left Rear Sensor Distance
0x00131779	did_B112
0x00131783	Corner Left Rear Sensor Distance
0x00131832	did_b113_subfield_1_data_def
0x0013185d	did_B113_subfield_1
0x00131872	Corner Right Rear Sensor Distance
0x0013189d	did_B113
0x001318a7	Corner Right Rear Sensor Distance
0x00131957	did_b114_subfield_1_data_def
0x00131982	did_B114_subfield_1
0x00131997	Center Left Rear Sensor Distance
0x001319c1	did_B114
0x001319cb	Center Left Rear Sensor Distance
0x00131a7a	did_b115_subfield_1_data_def
0x00131aa5	did_B115_subfield_1
0x00131aba	Center Right Rear Sensor Distance
0x00131ae5	did_B115
0x00131aef	Center Right Rear Sensor Distance
0x00131b9f	did_b116_subfield_1_data_def
0x00131bca	did_B116_subfield_1
0x00131bdf	Outer Left Front Sensor Distance
0x00131c09	did_B116
0x00131c13	Outer Left Front Sensor Distance
0x00131cc2	did_b117_subfield_1_data_def
0x00131ced	did_B117_subfield_1
0x00131d02	Outer Right Front Sensor Distance
0x00131d2d	did_B117
0x00131d37	Outer Right Front Sensor Distance
0x00131de7	did_b118_subfield_1_data_def
0x00131e12	did_B118_subfield_1
0x00131e27	Inner Left Front Sensor Distance
0x00131e51	did_B118
0x00131e5b	Inner Left Front Sensor Distance
0x00131f0a	did_b119_subfield_1_data_def
0x00131f35	did_B119_subfield_1
0x00131f4a	Inner Right Front Sensor Distance
0x00131f75	did_B119
0x00131f7f	Inner Right Front Sensor Distance
0x0013203b	did_c01c_subfield_1_data_def
0x00132066	did_C01C_subfield_1
0x0013207b	Freshness Value Message Authentication Failure Threshold
0x001320bd	did_C01C
0x001320c7	Freshness Value Message Authentication Failure Threshold
0x0013215c	did_c01d_subfield_1_data_def
0x00132187	did_C01D_subfield_1
0x0013219c	Secure Message Payload
0x001321bc	did_C01D
0x001321c6	Secure Message Payload
0x00132239	did_c01e_subfield_1_data_def
0x00132264	did_C01E_subfield_1
0x00132279	Freshness Value Manager TripResetSync Message Payload
0x001322b8	did_C01E
0x001322c2	Freshness Value Manager TripResetSync Message Payload
0x00132350	did_c01f_subfield_1_data_def
0x0013237b	did_C01F_subfield_1
0x00132390	Trip Counter Value
0x001323ac	did_C01F
0x001323b6	Trip Counter Value
0x00132428	generalReject
0x00132437	did_c020_subfield_1_data_def_enum_1
0x00132466	FunctionNotSupported
0x0013247c	did_c020_subfield_1_data_def_enum_2
0x001324af	did_c020_subfield_1_data_def_enum_3
0x001324de	ResponseTooLong
0x001324ef	did_c020_subfield_1_data_def_enum_4
0x0013251e	EndToEndSignatureInvalid
0x00132538	did_c020_subfield_1_data_def_enum_5
0x00132567	ElectronicSerialNumberInvalid
0x00132586	did_c020_subfield_1_data_def_enum_6
0x001325b5	invalidCounter
0x001325c5	did_c020_subfield_1_data_def_enum_7
0x001325f4	IntegrityFailed
0x00132605	did_c020_subfield_1_data_def_enum_8
0x00132634	RequestProcessingSuspendedRepeatRequest
0x0013265d	did_c020_subfield_1_data_def_enum_9
0x0013268c	busyRepeatRequest
0x0013269f	did_c020_subfield_1_data_def_enum_10
0x001326cf	ConditionsNotCorrect
0x001326e5	did_c020_subfield_1_data_def_enum_11
0x00132715	requestSequenceFailure
0x0013272d	did_c020_subfield_1_data_def_enum_12
0x0013275d	RequestOutOfRange
0x00132770	did_c020_subfield_1_data_def_enum_13
0x001327a0	WildcardExpired
0x001327b1	did_c020_subfield_1_data_def_enum_14
0x001327e1	SecurityRequired
0x001327f3	did_c020_subfield_1_data_def_enum_15
0x00132823	HardwareFailureDetected
0x0013283c	did_c020_subfield_1_data_def_enum_16
0x0013286c	KeyUpdateFailed
0x0013287d	did_c020_subfield_1_data_def_enum_17
0x001328ad	GroupMembershipMismatch
0x001328c6	did_c020_subfield_1_data_def_enum_18
0x001328f6	InvalidGroupID
0x00132906	did_c020_subfield_1_data_def_enum_19
0x00132936	InvalidGroupUpdate
0x0013294a	did_c020_subfield_1_data_def_enum_20
0x0013297a	InvalidGroupStatus
0x0013298e	did_c020_subfield_1_data_def_enum_21
0x001329be	InvalidGroupCommand
0x001329d3	did_c020_subfield_1_data_def_enum_22
0x00132a03	internalMestadataMismatch
0x00132a1e	did_c020_subfield_1_data_def_enum_23
0x00132a4e	invalidSoftwareVersion
0x00132a66	did_c020_subfield_1_data_def_enum_24
0x00132a96	DataAccessError
0x00132aa7	did_c020_subfield_1_data_def_enum_25
0x00132ad7	groupInformationOverflow
0x00132af1	did_c020_subfield_1_data_def_enum_26
0x00132b21	GeneralKeyUpdateFailure
0x00132b3a	did_c020_subfield_1_data_def_enum_27
0x00132b6a	downloadNotAccepted
0x00132b7f	did_c020_subfield_1_data_def_enum_28
0x00132baf	TransferDataSuspended
0x00132bc6	did_c020_subfield_1_data_def_enum_29
0x00132bf6	GeneralProgrammingFailure
0x00132c11	did_c020_subfield_1_data_def_enum_30
0x00132c41	WrongSequenceCounter
0x00132c57	did_c020_subfield_1_data_def_enum_31
0x00132c87	RequestCorrectlyReceivedResponsePending
0x00132cb0	did_c020_subfield_1_data_def_enum_32
0x00132ce0	ValidationFailed
0x00132cf2	did_c020_subfield_1_data_def_enum_33
0x00132d22	SessionMismatch
0x00132d33	did_c020_subfield_1_data_def_enum_34
0x00132d63	NoActiveSession
0x00132d74	did_c020_subfield_1_data_def_enum_35
0x00132da6	FutureWaitTimeout
0x00132db9	did_c020_subfield_1_data_def_enum_36
0x00132deb	OVTPClientHandlerLibraryFailure
0x00132e0c	did_c020_subfield_1_data_def_enum_37
0x00132e3e	Default State
0x00132e4d	did_c020_subfield_1_data_def_enum_38
0x00132e80	did_c020_subfield_1_data_def
0x00132eab	did_C020_subfield_1
0x00132ec0	On Vehicle Telematics Protocol(OVTP) Key Management Negative Response Codes
0x00132f15	did_C020
0x00132f1f	On Vehicle Telematics Protocol(OVTP) Key Management Negative Response Codes
0x00133005	did_c021_subfield_1_data_def
0x00133030	did_C021_subfield_1
0x00133045	Freshness Value Manager Authentication Monitor Time Window
0x00133089	did_C021
0x00133093	Freshness Value Manager Authentication Monitor Time Window
0x0013312c	did_c022_subfield_1_data_def
0x00133157	did_C022_subfield_1
0x0013316c	Key Groups
0x00133198	did_c022_subfield_2_data_def
0x001331c3	did_C022_subfield_2
0x001331d8	Self Test Response Values
0x001331fb	did_C022
0x00133205	Control Module Message Authentication Self Test Response
0x001332d8	did_c023_subfield_1_data_def
0x00133303	did_C023_subfield_1
0x00133318	Control Module Message Authentication Failure Monitor Time Window
0x00133363	did_C023
0x0013336d	Control Module Message Authentication Failure Monitor Time Window
0x0013340e	readUIDonSHE
0x0013341c	did_c024_subfield_1_data_def_enum_1
0x0013344b	readGroupKeySlotCounters
0x00133465	did_c024_subfield_1_data_def_enum_2
0x00133494	keyUpdate
0x0013349f	did_c024_subfield_1_data_def_enum_3
0x001334ce	initiateKeyAgreementTest
0x001334e8	did_c024_subfield_1_data_def_enum_4
0x00133517	readDynamicGroup KeyStatus
0x00133533	did_c024_subfield_1_data_def_enum_5
0x00133562	backupEncryptedGroupKeyTable
0x00133580	did_c024_subfield_1_data_def_enum_6
0x001335af	retrieveEncryptedGroupKeyTable
0x001335cf	did_c024_subfield_1_data_def_enum_7
0x001335fe	initiateDynamicKeyGroup
0x00133617	did_c024_subfield_1_data_def_enum_8
0x00133646	voidDynamicKeyGroup
0x0013365b	did_c024_subfield_1_data_def_enum_9
0x0013368a	notifyDynamicGroupKeysAllSet
0x001336a8	did_c024_subfield_1_data_def_enum_10
0x001336d8	initiateDynamicKeyAgreementTest
0x001336f9	did_c024_subfield_1_data_def_enum_11
0x00133729	PATSKeyUpdate
0x00133738	did_c024_subfield_1_data_def_enum_12
0x00133768	updatePATSDIDs
0x00133778	did_c024_subfield_1_data_def_enum_13
0x001337a8	PATSKeyUpdateWithLock
0x001337bf	did_c024_subfield_1_data_def_enum_14
0x001337f1	DefaultState
0x001337ff	did_c024_subfield_1_data_def_enum_15
0x00133832	did_c024_subfield_1_data_def
0x0013385d	did_C024_subfield_1
0x00133872	On Vehicle Telematics Protocol Key Management Function Identifier
0x001338bd	did_C024
0x001338c7	On Vehicle Telematics Protocol Key Management Function Identifier
0x00133967	did_c025_subfield_1_data_def
0x00133992	did_C025_subfield_1
0x001339a7	Key Groups
0x001339d3	did_c025_subfield_2_data_def
0x001339fe	did_C025_subfield_2
0x00133a13	Group Key Slot Counter Values
