# G2043847.mdx  size=430,905 B  records=6681
0x0000088b	Type 2
0x0003dc33	did_d100_subfield_1_data_def_enum_27
0x0003dc64	did_d100_subfield_1_data_def_enum_28
0x0003dc95	did_d100_subfield_1_data_def_enum_29
0x0003dcc6	did_d100_subfield_1_data_def_enum_30
0x0003dcf7	did_d100_subfield_1_data_def_enum_31
0x0003dd28	did_d100_subfield_1_data_def_enum_32
0x0003dd59	did_d100_subfield_1_data_def_enum_33
0x0003dd8a	did_d100_subfield_1_data_def_enum_34
0x0003ddbb	did_d100_subfield_1_data_def_enum_35
0x0003ddec	did_d100_subfield_1_data_def_enum_36
0x0003de1f	did_d100_subfield_1_data_def
0x0003de4a	did_D100_subfield_1
0x0003de5f	Active Diagnostic Session
0x0003de81	Read Active Diagnostic Session
0x0003dea1	did_D100
0x0003deab	Active Diagnostic Session
0x0003df53	did_d111_subfield_1_data_def
0x0003df7e	did_D111_subfield_1
0x0003df93	ECU Power Supply Voltage
0x0003dfb4	Read ECU Power Supply Voltage
0x0003dfd3	did_D111
0x0003dfdd	ECU Power Supply Voltage
0x0003e084	did_d700_subfield_1_data_def
0x0003e0af	did_D700_subfield_1
0x0003e0c4	Power ON reset counter
0x0003e130	did_d700_subfield_2_data_def
0x0003e15b	did_D700_subfield_2
0x0003e170	Illegal op code counter
0x0003e1dd	did_d700_subfield_3_data_def
0x0003e208	did_D700_subfield_3
0x0003e21d	Watchdog timer reset counter
0x0003e28f	did_d700_subfield_4_data_def
0x0003e2ba	did_D700_subfield_4
0x0003e2cf	Data Range Failure counter
0x0003e3a9	did_D700
0x0003e3b3	Critical Software Parameter Monitoring #1
0x0003e46b	did_d701_subfield_1_data_def
0x0003e496	did_D701_subfield_1
0x0003e4ab	Stack Overflow Counter
0x0003e517	did_d701_subfield_2_data_def
0x0003e542	did_D701_subfield_2
0x0003e557	Loop-Time overflow or scheduler idle time overflow Counter
0x0003e5e7	did_d701_subfield_3_data_def
0x0003e612	did_D701_subfield_3
0x0003e627	Minimum Idle-Time
0x0003e68e	did_d701_subfield_4_data_def
0x0003e6b9	did_D701_subfield_4
0x0003e6ce	Reserved
0x0003e778	did_D701
0x0003e782	Critical Software Parameter Monitoring #2
0x0003e817	less trailer tow
0x0003e829	did_de00_subfield_1_data_def_enum_1
0x0003e858	with trailer tow
0x0003e86a	did_de00_subfield_1_data_def_enum_2
0x0003e89a	0x00
0x0003e8a1	did_de00_subfield_1_data_def
0x0003e8cc	did_DE00_subfield_1
0x0003e8e1	Sys Config TOWTLM
0x0003e919	Automatic
0x0003e924	did_de00_subfield_2_data_def_enum_1
0x0003e953	Manual
0x0003e95b	did_de00_subfield_2_data_def_enum_2
0x0003e990	did_de00_subfield_2_data_def
0x0003e9bb	did_DE00_subfield_2
0x0003e9d0	Sys Config TRANS
0x0003ea07	MSCAN_Hardwire
0x0003ea17	did_de00_subfield_3_data_def_enum_1
0x0003ea46	DDCU_MSCAN
0x0003ea52	did_de00_subfield_3_data_def_enum_2
0x0003ea81	PDCU_MSCAN
0x0003ea8d	did_de00_subfield_3_data_def_enum_3
0x0003eabc	DDCU_PDCU
0x0003eac7	did_de00_subfield_3_data_def_enum_4
0x0003eafc	did_de00_subfield_3_data_def
0x0003eb27	did_DE00_subfield_3
0x0003eb3c	Sys Config DCU
0x0003eb71	LH Drive
0x0003eb7b	did_de00_subfield_4_data_def_enum_1
0x0003ebaa	RH Drive
0x0003ebb4	did_de00_subfield_4_data_def_enum_2
0x0003ebe9	did_de00_subfield_4_data_def
0x0003ec14	did_DE00_subfield_4
0x0003ec29	Sys Config LHRH_DRIVE
0x0003ec65	disabled
0x0003ec6f	did_de00_subfield_5_data_def_enum_1
0x0003ec9e	enabled
0x0003eca7	did_de00_subfield_5_data_def_enum_2
0x0003ecdc	did_de00_subfield_5_data_def
0x0003ed07	did_DE00_subfield_5
0x0003ed1c	BTT_Enable_Disable
0x0003ed59	did_de00_subfield_6_data_def_enum_1
0x0003ed8c	did_de00_subfield_6_data_def_enum_2
0x0003edc1	did_de00_subfield_6_data_def
0x0003edec	did_DE00_subfield_6
0x0003ee01	ATD_Enable_Disable
0x0003ee3e	did_de00_subfield_7_data_def_enum_1
0x0003ee71	did_de00_subfield_7_data_def_enum_2
0x0003eea6	did_de00_subfield_7_data_def
0x0003eed1	did_DE00_subfield_7
0x0003eee6	APAF_ENABLE_DISABLE
0x0003ef24	did_de00_subfield_8_data_def_enum_1
0x0003ef57	did_de00_subfield_8_data_def_enum_2
0x0003ef8c	did_de00_subfield_8_data_def
0x0003efb7	did_DE00_subfield_8
0x0003efcc	RBA_Enable_Disable
0x0003f005	less autopark
0x0003f014	did_de00_subfield_9_data_def_enum_1
0x0003f043	with autopark
0x0003f052	did_de00_subfield_9_data_def_enum_2
0x0003f087	did_de00_subfield_9_data_def
0x0003f0b2	did_DE00_subfield_9
0x0003f0c7	AP_ENABLE_DISABLE
0x0003f0ff	Enabled
0x0003f108	did_de00_subfield_10_data_def_enum_1
0x0003f138	Disabled
0x0003f142	did_de00_subfield_10_data_def_enum_2
0x0003f178	did_de00_subfield_10_data_def
0x0003f1a4	did_DE00_subfield_10
0x0003f1ba	BLIS_Enable_Disable
0x0003f1f8	did_de00_subfield_11_data_def_enum_1
0x0003f22c	did_de00_subfield_11_data_def_enum_2
0x0003f262	did_de00_subfield_11_data_def
0x0003f28e	did_DE00_subfield_11
0x0003f2a4	CTA_Enable_Disable
0x0003f2e1	did_de00_subfield_12_data_def_enum_1
0x0003f315	did_de00_subfield_12_data_def_enum_2
0x0003f34b	did_de00_subfield_12_data_def
0x0003f377	did_DE00_subfield_12
0x0003f38d	Sys Config TOWTBM
0x0003f4c0	did_DE00
0x0003f4ca	DE00 Configuration
0x0003f578	did_de01_subfield_1_data_def
0x0003f5a3	did_DE01_subfield_1
0x0003f5b8	SWS_Flash_Periodoffset
0x0003f5f5	Level 1
0x0003f5fe	did_de01_subfield_2_data_def_enum_1
0x0003f62d	Level 2
0x0003f636	did_de01_subfield_2_data_def_enum_2
0x0003f666	0x01
0x0003f66d	did_de01_subfield_2_data_def
0x0003f698	did_DE01_subfield_2
0x0003f6ad	TurnSignal
0x0003f70d	did_de01_subfield_3_data_def
0x0003f738	did_DE01_subfield_3
0x0003f74d	AlertOnMinTime
0x0003f7b1	did_de01_subfield_4_data_def
0x0003f7dc	did_DE01_subfield_4
0x0003f7f1	BLIS_Rear_Range
0x0003f856	did_de01_subfield_5_data_def
0x0003f881	did_DE01_subfield_5
0x0003f896	BLIS_Side_Range
0x0003f8fb	did_de01_subfield_6_data_def
0x0003f926	did_DE01_subfield_6
0x0003f93b	BLIS_VarRearRange_TTC
0x0003f9a6	did_de01_subfield_7_data_def
0x0003f9d1	did_DE01_subfield_7
0x0003f9e6	BLIS_VarRearRange_Max
0x0003fa51	did_de01_subfield_8_data_def
0x0003fa7c	did_DE01_subfield_8
0x0003fa91	BLIS_VarRearRange_TTC_Hysterisis
0x0003fb07	did_de01_subfield_9_data_def
0x0003fb32	did_DE01_subfield_9
0x0003fb47	StagnationDelay
0x0003fbac	did_de01_subfield_10_data_def
0x0003fbd8	did_DE01_subfield_10
0x0003fbee	SWS_Minimum_Flash_Time
0x0003fc5a	did_de01_subfield_11_data_def
0x0003fc86	did_DE01_subfield_11
0x0003fc9c	BLIS_VarRearRange_ActiveSpeed
0x0003fddc	did_DE01
0x0003fde6	DE01 HMI
0x0003fe89	did_de02_subfield_1_data_def
0x0003feb4	did_DE02_subfield_1
0x0003fec9	MinSpeedThresholdHysterisisUpper
0x0003ff3f	did_de02_subfield_2_data_def
0x0003ff6a	did_DE02_subfield_2
0x0003ff7f	MinSpeedThresholdHysterisisLower
0x0003fff5	did_de02_subfield_3_data_def
0x00040020	did_DE02_subfield_3
0x00040035	Zero_Speed_Tolerance
0x000400ec	did_DE02
0x000400f6	DE02 SpeedThreshold
0x000401a4	did_de03_subfield_1_data_def
0x000401cf	did_DE03_subfield_1
0x000401e4	Daytime Duty Cycle
0x0004024c	did_de03_subfield_2_data_def
0x00040277	did_DE03_subfield_2
0x0004028c	Nighttime Duty Cycle
0x00040386	did_DE03
0x00040390	DE03 PWM_DutyCycleConfig
0x00040443	did_de04_subfield_1_data_def
0x0004046e	did_DE04_subfield_1
0x00040483	BlockageWiperDelay
0x000404eb	did_de04_subfield_2_data_def
0x00040516	did_DE04_subfield_2
0x0004052b	Blockage1VerificationTime
0x0004056f	did_de04_subfield_3_data_def_enum_1
0x000405a2	did_de04_subfield_3_data_def_enum_2
0x000405d7	did_de04_subfield_3_data_def
0x00040602	did_DE04_subfield_3
0x00040617	BlockageEnabled
0x0004067c	did_de04_subfield_4_data_def
0x000406a7	did_DE04_subfield_4
0x000406bc	Wiper_Int_Period_Max
0x00040726	did_de04_subfield_5_data_def
0x00040751	did_DE04_subfield_5
0x00040766	Wiper_Int_Speed_Thresh
0x00040829	did_DE04
0x00040833	DE04 Blockage
0x000408db	did_de05_subfield_1_data_def
0x00040906	did_DE05_subfield_1
0x0004091b	Sensor_LongPos
0x0004097f	did_de05_subfield_2_data_def
0x000409aa	did_DE05_subfield_2
0x000409bf	Sensor_VertPos
0x00040a23	did_de05_subfield_3_data_def
0x00040a4e	did_DE05_subfield_3
0x00040a63	Sensor_PitchAngle
0x00040aca	did_de05_subfield_4_data_def
0x00040af5	did_DE05_subfield_4
0x00040b0a	Sensor_YawAngle
0x00040b40	Normal
0x00040b48	did_de05_subfield_5_data_def_enum_1
0x00040b77	Flipped
0x00040b80	did_de05_subfield_5_data_def_enum_2
0x00040bb5	did_de05_subfield_5_data_def
0x00040be0	did_DE05_subfield_5
0x00040bf5	Sensor_Orientation
0x00040cf0	did_DE05
0x00040cfa	DE05 Algorithm Parameters
0x00040dae	did_de06_subfield_1_data_def
0x00040dd9	did_DE06_subfield_1
0x00040dee	CTA_AlertHoldOnTime
0x00040e57	did_de06_subfield_2_data_def
0x00040e82	did_DE06_subfield_2
0x00040e97	CTA_MaxReverseSpeed
0x00040f00	did_de06_subfield_3_data_def
0x00040f2b	did_DE06_subfield_3
0x00040f40	CTA_to_BSMTransitionSpeed
0x00040faf	did_de06_subfield_4_data_def
0x00040fda	did_DE06_subfield_4
0x00040fef	CTA_PRNDL UNKNOWN_FaultSpeed
0x00041061	did_de06_subfield_5_data_def
0x0004108c	did_DE06_subfield_5
0x000410a1	CTA_TTC_Zone1
0x00041104	did_de06_subfield_6_data_def
0x0004112f	did_DE06_subfield_6
0x00041144	CTA_ZoneX_Front_Rng
0x000411ad	did_de06_subfield_7_data_def
0x000411d8	did_DE06_subfield_7
0x000411ed	Reverse_Debounce_Time
0x00041258	did_de06_subfield_8_data_def
0x00041283	did_DE06_subfield_8
0x00041298	CTA_Zone1_Rear_Rng
0x00041300	did_de06_subfield_9_data_def
0x0004132b	did_DE06_subfield_9
0x00041340	CTA_Minimum_Tgt_Speed
0x000413ab	did_de06_subfield_10_data_def
0x000413d7	did_DE06_subfield_10
0x000413ed	CTA_Delta_Rear_Range
0x00041457	did_de06_subfield_11_data_def
0x00041483	did_DE06_subfield_11
0x00041499	CTA_Prk_Rd_Threshold
0x000415dc	did_DE06
0x000415e6	DE06 CTA Parameters
0x00041691	did_de07_subfield_1_data_def
0x000416bc	did_DE07_subfield_1
0x000416d1	VIN Char 1
0x00041708	did_de07_subfield_2_data_def
0x00041733	did_DE07_subfield_2
0x00041748	VIN Char 2
0x0004177f	did_de07_subfield_3_data_def
0x000417aa	did_DE07_subfield_3
0x000417bf	VIN Char 3
0x000417f6	did_de07_subfield_4_data_def
0x00041821	did_DE07_subfield_4
0x00041836	VIN Char 4
0x0004186d	did_de07_subfield_5_data_def
0x00041898	did_DE07_subfield_5
0x000418ad	VIN Char 5
0x000418e4	did_de07_subfield_6_data_def
0x0004190f	did_DE07_subfield_6
0x00041924	VIN Char 6
0x00041a41	did_DE07
0x00041a4b	DE07 VIN Char 1..6
0x00041acf	did_de08_subfield_1_data_def
0x00041afa	did_DE08_subfield_1
0x00041b0f	VIN Char 7
0x00041b46	did_de08_subfield_2_data_def
0x00041b71	did_DE08_subfield_2
0x00041b86	VIN Char 8
0x00041bbd	did_de08_subfield_3_data_def
0x00041be8	did_DE08_subfield_3
0x00041bfd	VIN Char 9
0x00041c34	did_de08_subfield_4_data_def
0x00041c5f	did_DE08_subfield_4
0x00041c74	VIN Char 10
0x00041cac	did_de08_subfield_5_data_def
0x00041cd7	did_DE08_subfield_5
0x00041cec	VIN Char 11
0x00041d24	did_de08_subfield_6_data_def
0x00041d4f	did_DE08_subfield_6
0x00041d64	VIN Char 12
0x00041e83	did_DE08
0x00041e8d	DE08 VIN Char 7..12
0x00041f12	did_de09_subfield_1_data_def
0x00041f3d	did_DE09_subfield_1
0x00041f52	VIN Char 13
0x00041f8a	did_de09_subfield_2_data_def
0x00041fb5	did_DE09_subfield_2
0x00041fca	VIN Char 14
0x00042002	did_de09_subfield_3_data_def
0x0004202d	did_DE09_subfield_3
0x00042042	VIN Char 15
0x0004207a	did_de09_subfield_4_data_def
0x000420a5	did_DE09_subfield_4
0x000420ba	VIN Char 16
0x000420f2	did_de09_subfield_5_data_def
0x0004211d	did_DE09_subfield_5
0x00042132	VIN Char 17
0x00042252	did_DE09
0x0004225c	DE09 VIN Char 13..17
0x0004230b	did_de0a_subfield_1_data_def
0x00042336	did_DE0A_subfield_1
0x0004234b	ATD_Zero_Dwell_Time_Manual
0x000423bb	did_de0a_subfield_2_data_def
0x000423e6	did_DE0A_subfield_2
0x000423fb	ATD_Max_Time
0x0004245d	did_de0a_subfield_3_data_def
0x00042488	did_DE0A_subfield_3
0x0004249d	MaxBTTVehSpdCfg
0x00042502	did_de0a_subfield_4_data_def
0x0004252d	did_DE0A_subfield_4
0x00042542	ATD_Auto_Trans_Delay_Time
0x000425b1	did_de0a_subfield_5_data_def
0x000425dc	did_DE0A_subfield_5
0x000425f1	Special_Trailer_Data_Wait
0x00042660	did_de0a_subfield_6_data_def
0x0004268b	did_DE0A_subfield_6
0x000426a0	ATD_Trailer_Walking_Speed
0x0004270f	did_de0a_subfield_7_data_def
0x0004273a	did_DE0A_subfield_7
0x0004274f	ATD_Max_Clutter_Speed
0x000427ba	did_de0a_subfield_8_data_def
0x000427e5	did_DE0A_subfield_8
0x000427fa	ATD_Walking_Trailer_Max_Dist
0x0004286c	did_de0a_subfield_9_data_def
0x00042897	did_DE0A_subfield_9
0x000428ac	ATD_Clutter_Threshold
0x000429d6	did_DE0A
0x000429e0	DE0A ATD
0x00042a83	did_de0b_subfield_1_data_def
0x00042aae	did_DE0B_subfield_1
0x00042ac3	Recovery Time Cfg
0x00042b2a	did_de0b_subfield_2_data_def
0x00042b55	did_DE0B_subfield_2
0x00042b6a	Fault_Time_Cfg
0x00042b81	Configuration DID for modiifying the recovery time for CAN faults Recovery_Time_ Cfg Falut_Time_Cfg
0x00042be6	did_DE0B
0x00042bf0	DE0B Fault Timing
0x00042c71	front
0x00042c78	did_de0c_subfield_1_data_def_enum_1
0x00042ca7	rear
0x00042cad	did_de0c_subfield_1_data_def_enum_2
0x00042ce2	did_de0c_subfield_1_data_def
0x00042d0d	did_DE0C_subfield_1
0x00042d22	FrontRear_direction_sensors
0x00042d97	did_de0c_subfield_2_data_def
0x00042dc2	did_DE0C_subfield_2
0x00042dd7	brake_denied_time
0x00042e42	did_de0c_subfield_3_data_def
0x00042e6d	did_DE0C_subfield_3
0x00042e82	MIN_BRAKE_TIME
0x00042eea	did_de0c_subfield_4_data_def
0x00042f15	did_DE0C_subfield_4
0x00042f2a	MAX_BRAKE_TIME
0x00042f92	did_de0c_subfield_5_data_def
0x00042fbd	did_DE0C_subfield_5
0x00042fd2	RBA_TTC
0x0004302f	did_de0c_subfield_6_data_def
0x0004305a	did_DE0C_subfield_6
0x0004306f	RBA_rear_range_low
0x000430d7	did_de0c_subfield_7_data_def
0x00043102	did_DE0C_subfield_7
0x00043117	RBA_rear_range_high
0x00043180	did_de0c_subfield_8_data_def
0x000431ab	did_DE0C_subfield_8
0x000431c0	RBA_no_intervention_range
0x0004322f	did_de0c_subfield_9_data_def
0x0004325a	did_DE0C_subfield_9
0x0004326f	UpperAngleLimit
0x000432d4	did_de0c_subfield_10_data_def
0x00043300	did_DE0C_subfield_10
0x00043316	LowerAngleLimit
0x0004337b	did_de0c_subfield_11_data_def
0x000433a7	did_DE0C_subfield_11
0x000433bd	Wheel_base
0x0004341d	did_de0c_subfield_12_data_def
0x00043449	did_DE0C_subfield_12
0x0004345f	Steering_ratio
0x000434c3	did_de0c_subfield_13_data_def
0x000434ef	did_DE0C_subfield_13
0x00043505	RBA_Max_Reverse_Speed
0x00043570	did_de0c_subfield_14_data_def
0x0004359c	did_DE0C_subfield_14
0x000435b2	RBA_Min_Reverse_Speed
0x0004361d	did_de0c_subfield_15_data_def
0x00043649	did_DE0C_subfield_15
0x0004365f	RBA_ZoneX_Front_Rng
0x000436c8	did_de0c_subfield_16_data_def
0x000436f4	did_DE0C_subfield_16
0x0004370a	RBA_MIN_ABORT_SPEED
0x00043773	did_de0c_subfield_17_data_def
0x0004379f	did_DE0C_subfield_17
0x000437b5	RBA_Min_Standby_Time
0x00043821	did_de0c_subfield_18_data_def
0x0004384d	did_DE0C_subfield_18
0x00043863	SelfSteerGradient
0x00043a05	did_DE0C
0x00043a0f	DE0C RBA Parameters
0x00043abd	did_de0d_subfield_1_data_def
0x00043ae8	did_DE0D_subfield_1
0x00043afd	APAF_MIN_SPEED
0x00043b61	did_de0d_subfield_2_data_def
0x00043b8c	did_DE0D_subfield_2
0x00043ba1	APAF_MAX_SPEED
0x00043c05	did_de0d_subfield_3_data_def
0x00043c30	did_DE0D_subfield_3
0x00043c45	APAF_SlotDepth
0x00043ca9	did_de0d_subfield_4_data_def
0x00043cd4	did_DE0D_subfield_4
0x00043ce9	APAF_PPADepth
0x00043d4c	did_de0d_subfield_5_data_def
0x00043d77	did_DE0D_subfield_5
0x00043d8c	APAF_Grid_Origin_X
0x00043df4	did_de0d_subfield_6_data_def
0x00043e1f	did_DE0D_subfield_6
0x00043e34	APAF_Grid_Origin_Y
0x00043e9c	did_de0d_subfield_7_data_def
0x00043ec7	did_DE0D_subfield_7
0x00043edc	APAF_RCS_Threshold
0x00043f97	did_DE0D
0x00043fa1	DE0D APAF Parameters
0x00044025	LOW
0x0004402a	did_de0e_subfield_1_data_def_enum_1
0x00044059	MED
0x0004405e	did_de0e_subfield_1_data_def_enum_2
0x0004408d	HIGH
0x00044093	did_de0e_subfield_1_data_def_enum_3
0x000440c8	did_de0e_subfield_1_data_def
0x000440f3	did_DE0E_subfield_1
0x00044108	BAModeCFG
0x0004413c	DISABLED
0x00044146	did_de0e_subfield_2_data_def_enum_1
0x00044175	ENABLED
0x0004417e	did_de0e_subfield_2_data_def_enum_2
0x000441b3	did_de0e_subfield_2_data_def
0x000441de	did_DE0E_subfield_2
0x000441f3	BALockCFG
0x0004422b	did_de0e_subfield_3_data_def_enum_1
0x0004425e	did_de0e_subfield_3_data_def_enum_2
0x00044293	did_de0e_subfield_3_data_def
0x000442be	did_DE0E_subfield_3
0x000442d3	BAModeSelectCFG
0x00044311	did_de0e_subfield_4_data_def_enum_1
0x00044344	did_de0e_subfield_4_data_def_enum_2
0x00044379	did_de0e_subfield_4_data_def
0x000443a4	did_DE0E_subfield_4
0x000443b9	BA_Enable_Disable
0x00044424	did_de0e_subfield_5_data_def
0x0004444f	did_DE0E_subfield_5
0x00044464	BAChimeHoldCFG
0x000444cc	did_de0e_subfield_6_data_def
0x000444f7	did_DE0E_subfield_6
0x0004450c	BALockHoldCFG
0x00044573	did_de0e_subfield_7_data_def
0x0004459e	did_DE0E_subfield_7
0x000445b3	BAWindowStopCFG
0x0004461c	did_de0e_subfield_8_data_def
0x00044647	did_DE0E_subfield_8
0x0004465c	BAWindowHoldCFG
0x00044696	Zero
0x0004469c	did_de0e_subfield_9_data_def_enum_1
0x000446cb	One
0x000446d0	did_de0e_subfield_9_data_def_enum_2
0x000446ff	Two
0x00044704	did_de0e_subfield_9_data_def_enum_3
0x00044733	Four
0x00044739	did_de0e_subfield_9_data_def_enum_4
0x00044769	0x02
0x00044770	did_de0e_subfield_9_data_def
0x0004479b	did_DE0E_subfield_9
0x000447b0	BAWindowCFG
0x00044815	did_de0e_subfield_10_data_def
0x00044841	did_DE0E_subfield_10
0x00044857	BACameraHoldCFG
0x000448c0	did_de0e_subfield_11_data_def
0x000448ec	did_DE0E_subfield_11
0x00044902	BAAntiLockCFG
0x00044969	did_de0e_subfield_12_data_def
0x00044995	did_DE0E_subfield_12
0x000449ab	BABreadCrumbGapCFG
0x00044a17	did_de0e_subfield_13_data_def
0x00044a43	did_DE0E_subfield_13
0x00044a59	BAHysteresisCFG
0x00044ac2	did_de0e_subfield_14_data_def
0x00044aee	did_DE0E_subfield_14
0x00044b04	BAMovableObjHoldCFG
0x00044b71	did_de0e_subfield_15_data_def
0x00044b9d	did_DE0E_subfield_15
0x00044bb3	BALockSynchCFG
0x00044c1b	did_de0e_subfield_16_data_def
0x00044c47	did_DE0E_subfield_16
0x00044c5d	BAEventInhibitedCFG
0x00044cca	did_de0e_subfield_17_data_def
0x00044cf6	did_DE0E_subfield_17
0x00044d0c	BAStationaryObjSpeedMaxCFG
0x00044d80	did_de0e_subfield_18_data_def
0x00044dac	did_DE0E_subfield_18
0x00044dc2	BASlowMovObjSpeedMaxCFG
0x00044e33	did_de0e_subfield_19_data_def
0x00044e5f	did_DE0E_subfield_19
0x00044e75	BAApproachPerimeterCFG
0x00044ee6	did_de0e_subfield_20_data_def
0x00044f12	did_DE0E_subfield_20
0x00044f28	Vehicle_Width
0x00044f8f	did_de0e_subfield_21_data_def
0x00044fbb	did_DE0E_subfield_21
0x00044fd1	BARadialLockLowSlowCFG
0x00045042	did_de0e_subfield_22_data_def
0x0004506e	did_DE0E_subfield_22
0x00045084	Vehicle_Length
0x000450ed	did_de0e_subfield_23_data_def
0x00045119	did_DE0E_subfield_23
0x0004512f	BASensorLongPosCFG
0x0004519c	did_de0e_subfield_24_data_def
0x000451c8	did_DE0E_subfield_24
0x000451de	BASensorLatPosCFG
0x00045245	did_de0e_subfield_25_data_def
0x00045271	did_DE0E_subfield_25
0x00045287	BARadialLockLowFastCFG
0x000452f3	did_de0e_subfield_26_data_def
0x0004531f	did_DE0E_subfield_26
0x00045335	BARadialLockMedSlowCFG
0x000453a1	did_de0e_subfield_27_data_def
0x000453cd	did_DE0E_subfield_27
0x000453e3	BARadialLockMedFastCFG
0x0004544f	did_de0e_subfield_28_data_def
0x0004547b	did_DE0E_subfield_28
0x00045491	BARadialLockHighSlowCFG
0x000454fe	did_de0e_subfield_29_data_def
0x0004552a	did_DE0E_subfield_29
0x00045540	BARadialLockHighFastCFG
0x000455ad	did_de0e_subfield_30_data_def
0x000455d9	did_DE0E_subfield_30
0x000455ef	BARadialChimeLowSlowCFG
0x0004565c	did_de0e_subfield_31_data_def
0x00045688	did_DE0E_subfield_31
0x0004569e	BARadialChimeLowFastCFG
0x0004570b	did_de0e_subfield_32_data_def
0x00045737	did_DE0E_subfield_32
0x0004574d	BARadialChimeMedSlowCFG
0x000457ba	did_de0e_subfield_33_data_def
0x000457e6	did_DE0E_subfield_33
0x000457fc	BARadialChimeMedFastCFG
0x00045869	did_de0e_subfield_34_data_def
0x00045895	did_DE0E_subfield_34
0x000458ab	BARadialChimeHighSlowCFG
0x00045919	did_de0e_subfield_35_data_def
0x00045945	did_DE0E_subfield_35
0x0004595b	BARadialChimeHighFastCFG
0x00045c54	did_DE0E
0x00045c5e	DE0E BA Parameters
0x00045cdc	Default
0x00045ce5	did_ee00_subfield_1_data_def_enum_1
0x00045d14	Override_OFF
0x00045d22	did_ee00_subfield_1_data_def_enum_2
0x00045d51	Override_ON
0x00045d5e	did_ee00_subfield_1_data_def_enum_3
0x00045d93	did_ee00_subfield_1_data_def
0x00045dbe	did_EE00_subfield_1
0x00045dd3	Inject BLIS Warning
0x00045ebf	did_EE00
0x00045ec9	Inject BLIS Warning
0x00045f4e	did_ee01_subfield_1_data_def_enum_1
0x00045f83	did_ee01_subfield_1_data_def_enum_2
0x00045fb2	Override_ON_Zone1
0x00045fc5	did_ee01_subfield_1_data_def_enum_3
0x00045ff4	Override_ON_Zone2
0x00046007	did_ee01_subfield_1_data_def_enum_4
0x0004603c	did_ee01_subfield_1_data_def
0x00046067	did_EE01_subfield_1
0x0004607c	Inject CTA Warning
0x000461b8	did_EE01
0x000461c2	Inject CTA Warning
0x00046240	TEST OFF
0x0004624a	did_ee02_subfield_1_data_def_enum_1
0x00046279	NORMAL OPERATION
0x0004628b	did_ee02_subfield_1_data_def_enum_2
0x000462ba	FAULT
0x000462c1	did_ee02_subfield_1_data_def_enum_3
0x000462f6	did_ee02_subfield_1_data_def
0x00046321	did_EE02_subfield_1
0x00046336	Inject SCTL State into HMI
0x000463f1	did_EE02
0x000463fb	Inject SCTL State into HMI
0x00046481	Test OFF
0x0004648b	did_ee03_subfield_1_data_def_enum_1
0x000464ba	Force No Blockage
0x000464cd	did_ee03_subfield_1_data_def_enum_2
0x000464fc	Force Blockage
0x0004650c	did_ee03_subfield_1_data_def_enum_3
0x00046541	did_ee03_subfield_1_data_def
0x0004656c	did_EE03_subfield_1
0x00046581	Inject Blockage
0x00046599	Conti use only (needed during development). Override output of blockage algorithm. Default: 0x00 - no override
0x00046609	did_EE03
0x00046613	Inject Blockage
0x0004668e	OFF
0x00046693	did_ee06_subfield_1_data_def_enum_1
0x000466c2	ON
0x000466c6	did_ee06_subfield_1_data_def_enum_2
0x000466fb	did_ee06_subfield_1_data_def
0x00046726	did_EE06_subfield_1
0x0004673b	EE06 - Enable XCP
0x00046825	did_EE06
0x0004682f	EE06 - Enable XCP
0x000468a5	did_ee10_subfield_1_data_def
0x000468d0	did_EE10_subfield_1
0x000468e5	DTC 0 - 7
0x0004690e	did_ee10_subfield_2_data_def
0x00046939	did_EE10_subfield_2
0x0004694e	DTC 8 - 15
0x00046978	did_ee10_subfield_3_data_def
0x000469a3	did_EE10_subfield_3
0x000469b8	DTC 16 - 23
0x000469e3	did_ee10_subfield_4_data_def
0x00046a0e	did_EE10_subfield_4
0x00046a23	DTC 24 - 31
0x00046a4e	did_ee10_subfield_5_data_def
0x00046a79	did_EE10_subfield_5
0x00046a8e	DTC 32 - 39
0x00046ab9	did_ee10_subfield_6_data_def
0x00046ae4	did_EE10_subfield_6
0x00046af9	DTC 40 - 47
0x00046b24	did_ee10_subfield_7_data_def
0x00046b4f	did_EE10_subfield_7
0x00046b64	DTC 48 - 55
0x00046b8f	did_ee10_subfield_8_data_def
0x00046bba	did_EE10_subfield_8
0x00046bcf	DTC 56 - 63
0x00046e63	did_EE10
0x00046e6d	EE10 - DTC Event Disable / Enable
0x00046f22	did_ee20_subfield_1_data_def
0x00046f4d	did_EE20_subfield_1
0x00046f62	V_UBATT
0x00046fc4	did_ee20_subfield_2_data_def
0x00046fef	did_EE20_subfield_2
0x00047004	V_UBATT_REF
0x0004706a	did_ee20_subfield_3_data_def
0x00047095	did_EE20_subfield_3
0x000470aa	V_UBATT_SW
0x0004710f	did_ee20_subfield_4_data_def
0x0004713a	did_EE20_subfield_4
0x0004714f	V_5V0_SMPS
0x000471b4	did_ee20_subfield_5_data_def
0x000471df	did_EE20_subfield_5
0x000471f4	V_5V0_SMPS_REF
0x0004725d	did_ee20_subfield_6_data_def
0x00047288	did_EE20_subfield_6
0x0004729d	V_3V3_LIN_RF
0x00047304	did_ee20_subfield_7_data_def
0x0004732f	did_EE20_subfield_7
0x00047344	V_3V3_LIN
0x000473a8	did_ee20_subfield_8_data_def
0x000473d3	did_EE20_subfield_8
