# G2201450.mdx  size=5,409,214 B  records=87301
0x0000084e	Body Control Module
0x002f0e9d	did_d035_subfield_126_data_def_enum_1
0x002f0ed2	did_d035_subfield_126_data_def_enum_2
0x002f0f06	did_d035_subfield_126_data_def
0x002f0f33	did_D035_subfield_126
0x002f0f4a	CAN SLEEP to PERIPS ACTIVE Sleep Inhibitor 58
0x002f0fa2	did_d035_subfield_127_data_def_enum_1
0x002f0fd7	did_d035_subfield_127_data_def_enum_2
0x002f100b	did_d035_subfield_127_data_def
0x002f1038	did_D035_subfield_127
0x002f104f	CAN SLEEP to PERIPS ACTIVE Sleep Inhibitor 57
0x002f10a7	did_d035_subfield_128_data_def_enum_1
0x002f10dc	did_d035_subfield_128_data_def_enum_2
0x002f1110	did_d035_subfield_128_data_def
0x002f113d	did_D035_subfield_128
0x002f1154	CAN SLEEP to PERIPS ACTIVE Sleep Inhibitor 56
0x002f11ac	did_d035_subfield_129_data_def_enum_1
0x002f11e1	did_d035_subfield_129_data_def_enum_2
0x002f1215	did_d035_subfield_129_data_def
0x002f1242	did_D035_subfield_129
0x002f1259	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 7
0x002f12ad	did_d035_subfield_130_data_def_enum_1
0x002f12e2	did_d035_subfield_130_data_def_enum_2
0x002f1316	did_d035_subfield_130_data_def
0x002f1343	did_D035_subfield_130
0x002f135a	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 6
0x002f13ae	did_d035_subfield_131_data_def_enum_1
0x002f13e3	did_d035_subfield_131_data_def_enum_2
0x002f1417	did_d035_subfield_131_data_def
0x002f1444	did_D035_subfield_131
0x002f145b	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 5
0x002f14af	did_d035_subfield_132_data_def_enum_1
0x002f14e4	did_d035_subfield_132_data_def_enum_2
0x002f1518	did_d035_subfield_132_data_def
0x002f1545	did_D035_subfield_132
0x002f155c	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 4
0x002f15b0	did_d035_subfield_133_data_def_enum_1
0x002f15e5	did_d035_subfield_133_data_def_enum_2
0x002f1619	did_d035_subfield_133_data_def
0x002f1646	did_D035_subfield_133
0x002f165d	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 3
0x002f16b1	did_d035_subfield_134_data_def_enum_1
0x002f16e6	did_d035_subfield_134_data_def_enum_2
0x002f171a	did_d035_subfield_134_data_def
0x002f1747	did_D035_subfield_134
0x002f175e	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 2
0x002f17b2	did_d035_subfield_135_data_def_enum_1
0x002f17e7	did_d035_subfield_135_data_def_enum_2
0x002f181b	did_d035_subfield_135_data_def
0x002f1848	did_D035_subfield_135
0x002f185f	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 1
0x002f18b3	did_d035_subfield_136_data_def_enum_1
0x002f18e8	did_d035_subfield_136_data_def_enum_2
0x002f191c	did_d035_subfield_136_data_def
0x002f1949	did_D035_subfield_136
0x002f1960	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 0
0x002f19b4	did_d035_subfield_137_data_def_enum_1
0x002f19e9	did_d035_subfield_137_data_def_enum_2
0x002f1a1d	did_d035_subfield_137_data_def
0x002f1a4a	did_D035_subfield_137
0x002f1a61	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 15
0x002f1ab6	did_d035_subfield_138_data_def_enum_1
0x002f1aeb	did_d035_subfield_138_data_def_enum_2
0x002f1b1f	did_d035_subfield_138_data_def
0x002f1b4c	did_D035_subfield_138
0x002f1b63	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 14
0x002f1bb8	did_d035_subfield_139_data_def_enum_1
0x002f1bed	did_d035_subfield_139_data_def_enum_2
0x002f1c21	did_d035_subfield_139_data_def
0x002f1c4e	did_D035_subfield_139
0x002f1c65	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 13
0x002f1cba	did_d035_subfield_140_data_def_enum_1
0x002f1cef	did_d035_subfield_140_data_def_enum_2
0x002f1d23	did_d035_subfield_140_data_def
0x002f1d50	did_D035_subfield_140
0x002f1d67	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 12
0x002f1dbc	did_d035_subfield_141_data_def_enum_1
0x002f1df1	did_d035_subfield_141_data_def_enum_2
0x002f1e25	did_d035_subfield_141_data_def
0x002f1e52	did_D035_subfield_141
0x002f1e69	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 11
0x002f1ebe	did_d035_subfield_142_data_def_enum_1
0x002f1ef3	did_d035_subfield_142_data_def_enum_2
0x002f1f27	did_d035_subfield_142_data_def
0x002f1f54	did_D035_subfield_142
0x002f1f6b	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 10
0x002f1fc0	did_d035_subfield_143_data_def_enum_1
0x002f1ff5	did_d035_subfield_143_data_def_enum_2
0x002f2029	did_d035_subfield_143_data_def
0x002f2056	did_D035_subfield_143
0x002f206d	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 9
0x002f20c1	did_d035_subfield_144_data_def_enum_1
0x002f20f6	did_d035_subfield_144_data_def_enum_2
0x002f212a	did_d035_subfield_144_data_def
0x002f2157	did_D035_subfield_144
0x002f216e	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 8
0x002f21c2	did_d035_subfield_145_data_def_enum_1
0x002f21f7	did_d035_subfield_145_data_def_enum_2
0x002f222b	did_d035_subfield_145_data_def
0x002f2258	did_D035_subfield_145
0x002f226f	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 23
0x002f22c4	did_d035_subfield_146_data_def_enum_1
0x002f22f9	did_d035_subfield_146_data_def_enum_2
0x002f232d	did_d035_subfield_146_data_def
0x002f235a	did_D035_subfield_146
0x002f2371	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 22
0x002f23c6	did_d035_subfield_147_data_def_enum_1
0x002f23fb	did_d035_subfield_147_data_def_enum_2
0x002f242f	did_d035_subfield_147_data_def
0x002f245c	did_D035_subfield_147
0x002f2473	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 21
0x002f24c8	did_d035_subfield_148_data_def_enum_1
0x002f24fd	did_d035_subfield_148_data_def_enum_2
0x002f2531	did_d035_subfield_148_data_def
0x002f255e	did_D035_subfield_148
0x002f2575	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 20
0x002f25ca	did_d035_subfield_149_data_def_enum_1
0x002f25ff	did_d035_subfield_149_data_def_enum_2
0x002f2633	did_d035_subfield_149_data_def
0x002f2660	did_D035_subfield_149
0x002f2677	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 19
0x002f26cc	did_d035_subfield_150_data_def_enum_1
0x002f2701	did_d035_subfield_150_data_def_enum_2
0x002f2735	did_d035_subfield_150_data_def
0x002f2762	did_D035_subfield_150
0x002f2779	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 18
0x002f27ce	did_d035_subfield_151_data_def_enum_1
0x002f2803	did_d035_subfield_151_data_def_enum_2
0x002f2837	did_d035_subfield_151_data_def
0x002f2864	did_D035_subfield_151
0x002f287b	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 17
0x002f28d0	did_d035_subfield_152_data_def_enum_1
0x002f2905	did_d035_subfield_152_data_def_enum_2
0x002f2939	did_d035_subfield_152_data_def
0x002f2966	did_D035_subfield_152
0x002f297d	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 16
0x002f29d2	did_d035_subfield_153_data_def_enum_1
0x002f2a07	did_d035_subfield_153_data_def_enum_2
0x002f2a3b	did_d035_subfield_153_data_def
0x002f2a68	did_D035_subfield_153
0x002f2a7f	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 31
0x002f2ad4	did_d035_subfield_154_data_def_enum_1
0x002f2b09	did_d035_subfield_154_data_def_enum_2
0x002f2b3d	did_d035_subfield_154_data_def
0x002f2b6a	did_D035_subfield_154
0x002f2b81	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 30
0x002f2bd6	did_d035_subfield_155_data_def_enum_1
0x002f2c0b	did_d035_subfield_155_data_def_enum_2
0x002f2c3f	did_d035_subfield_155_data_def
0x002f2c6c	did_D035_subfield_155
0x002f2c83	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 29
0x002f2cd8	did_d035_subfield_156_data_def_enum_1
0x002f2d0d	did_d035_subfield_156_data_def_enum_2
0x002f2d41	did_d035_subfield_156_data_def
0x002f2d6e	did_D035_subfield_156
0x002f2d85	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 28
0x002f2dda	did_d035_subfield_157_data_def_enum_1
0x002f2e0f	did_d035_subfield_157_data_def_enum_2
0x002f2e43	did_d035_subfield_157_data_def
0x002f2e70	did_D035_subfield_157
0x002f2e87	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 27
0x002f2edc	did_d035_subfield_158_data_def_enum_1
0x002f2f11	did_d035_subfield_158_data_def_enum_2
0x002f2f45	did_d035_subfield_158_data_def
0x002f2f72	did_D035_subfield_158
0x002f2f89	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 26
0x002f2fde	did_d035_subfield_159_data_def_enum_1
0x002f3013	did_d035_subfield_159_data_def_enum_2
0x002f3047	did_d035_subfield_159_data_def
0x002f3074	did_D035_subfield_159
0x002f308b	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 25
0x002f30e0	did_d035_subfield_160_data_def_enum_1
0x002f3115	did_d035_subfield_160_data_def_enum_2
0x002f3149	did_d035_subfield_160_data_def
0x002f3176	did_D035_subfield_160
0x002f318d	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 24
0x002f31e2	did_d035_subfield_161_data_def_enum_1
0x002f3217	did_d035_subfield_161_data_def_enum_2
0x002f324b	did_d035_subfield_161_data_def
0x002f3278	did_D035_subfield_161
0x002f328f	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 39
0x002f32e4	did_d035_subfield_162_data_def_enum_1
0x002f3319	did_d035_subfield_162_data_def_enum_2
0x002f334d	did_d035_subfield_162_data_def
0x002f337a	did_D035_subfield_162
0x002f3391	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 38
0x002f33e6	did_d035_subfield_163_data_def_enum_1
0x002f341b	did_d035_subfield_163_data_def_enum_2
0x002f344f	did_d035_subfield_163_data_def
0x002f347c	did_D035_subfield_163
0x002f3493	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 37
0x002f34e8	did_d035_subfield_164_data_def_enum_1
0x002f351d	did_d035_subfield_164_data_def_enum_2
0x002f3551	did_d035_subfield_164_data_def
0x002f357e	did_D035_subfield_164
0x002f3595	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 36
0x002f35ea	did_d035_subfield_165_data_def_enum_1
0x002f361f	did_d035_subfield_165_data_def_enum_2
0x002f3653	did_d035_subfield_165_data_def
0x002f3680	did_D035_subfield_165
0x002f3697	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 35
0x002f36ec	did_d035_subfield_166_data_def_enum_1
0x002f3721	did_d035_subfield_166_data_def_enum_2
0x002f3755	did_d035_subfield_166_data_def
0x002f3782	did_D035_subfield_166
0x002f3799	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 34
0x002f37ee	did_d035_subfield_167_data_def_enum_1
0x002f3823	did_d035_subfield_167_data_def_enum_2
0x002f3857	did_d035_subfield_167_data_def
0x002f3884	did_D035_subfield_167
0x002f389b	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 33
0x002f38f0	did_d035_subfield_168_data_def_enum_1
0x002f3925	did_d035_subfield_168_data_def_enum_2
0x002f3959	did_d035_subfield_168_data_def
0x002f3986	did_D035_subfield_168
0x002f399d	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 32
0x002f39f2	did_d035_subfield_169_data_def_enum_1
0x002f3a27	did_d035_subfield_169_data_def_enum_2
0x002f3a5b	did_d035_subfield_169_data_def
0x002f3a88	did_D035_subfield_169
0x002f3a9f	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 47
0x002f3af4	did_d035_subfield_170_data_def_enum_1
0x002f3b29	did_d035_subfield_170_data_def_enum_2
0x002f3b5d	did_d035_subfield_170_data_def
0x002f3b8a	did_D035_subfield_170
0x002f3ba1	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 46
0x002f3bf6	did_d035_subfield_171_data_def_enum_1
0x002f3c2b	did_d035_subfield_171_data_def_enum_2
0x002f3c5f	did_d035_subfield_171_data_def
0x002f3c8c	did_D035_subfield_171
0x002f3ca3	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 45
0x002f3cf8	did_d035_subfield_172_data_def_enum_1
0x002f3d2d	did_d035_subfield_172_data_def_enum_2
0x002f3d61	did_d035_subfield_172_data_def
0x002f3d8e	did_D035_subfield_172
0x002f3da5	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 44
0x002f3dfa	did_d035_subfield_173_data_def_enum_1
0x002f3e2f	did_d035_subfield_173_data_def_enum_2
0x002f3e63	did_d035_subfield_173_data_def
0x002f3e90	did_D035_subfield_173
0x002f3ea7	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 43
0x002f3efc	did_d035_subfield_174_data_def_enum_1
0x002f3f31	did_d035_subfield_174_data_def_enum_2
0x002f3f65	did_d035_subfield_174_data_def
0x002f3f92	did_D035_subfield_174
0x002f3fa9	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 42
0x002f3ffe	did_d035_subfield_175_data_def_enum_1
0x002f4033	did_d035_subfield_175_data_def_enum_2
0x002f4067	did_d035_subfield_175_data_def
0x002f4094	did_D035_subfield_175
0x002f40ab	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 41
0x002f4100	did_d035_subfield_176_data_def_enum_1
0x002f4135	did_d035_subfield_176_data_def_enum_2
0x002f4169	did_d035_subfield_176_data_def
0x002f4196	did_D035_subfield_176
0x002f41ad	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 40
0x002f4202	did_d035_subfield_177_data_def_enum_1
0x002f4237	did_d035_subfield_177_data_def_enum_2
0x002f426b	did_d035_subfield_177_data_def
0x002f4298	did_D035_subfield_177
0x002f42af	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 55
0x002f4304	did_d035_subfield_178_data_def_enum_1
0x002f4339	did_d035_subfield_178_data_def_enum_2
0x002f436d	did_d035_subfield_178_data_def
0x002f439a	did_D035_subfield_178
0x002f43b1	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 54
0x002f4406	did_d035_subfield_179_data_def_enum_1
0x002f443b	did_d035_subfield_179_data_def_enum_2
0x002f446f	did_d035_subfield_179_data_def
0x002f449c	did_D035_subfield_179
0x002f44b3	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 53
0x002f4508	did_d035_subfield_180_data_def_enum_1
0x002f453d	did_d035_subfield_180_data_def_enum_2
0x002f4571	did_d035_subfield_180_data_def
0x002f459e	did_D035_subfield_180
0x002f45b5	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 52
0x002f460a	did_d035_subfield_181_data_def_enum_1
0x002f463f	did_d035_subfield_181_data_def_enum_2
0x002f4673	did_d035_subfield_181_data_def
0x002f46a0	did_D035_subfield_181
0x002f46b7	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 51
0x002f470c	did_d035_subfield_182_data_def_enum_1
0x002f4741	did_d035_subfield_182_data_def_enum_2
0x002f4775	did_d035_subfield_182_data_def
0x002f47a2	did_D035_subfield_182
0x002f47b9	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 50
0x002f480e	did_d035_subfield_183_data_def_enum_1
0x002f4843	did_d035_subfield_183_data_def_enum_2
0x002f4877	did_d035_subfield_183_data_def
0x002f48a4	did_D035_subfield_183
0x002f48bb	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 49
0x002f4910	did_d035_subfield_184_data_def_enum_1
0x002f4945	did_d035_subfield_184_data_def_enum_2
0x002f4979	did_d035_subfield_184_data_def
0x002f49a6	did_D035_subfield_184
0x002f49bd	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 48
0x002f4a12	did_d035_subfield_185_data_def_enum_1
0x002f4a47	did_d035_subfield_185_data_def_enum_2
0x002f4a7b	did_d035_subfield_185_data_def
0x002f4aa8	did_D035_subfield_185
0x002f4abf	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 63
0x002f4b14	did_d035_subfield_186_data_def_enum_1
0x002f4b49	did_d035_subfield_186_data_def_enum_2
0x002f4b7d	did_d035_subfield_186_data_def
0x002f4baa	did_D035_subfield_186
0x002f4bc1	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 62
0x002f4c16	did_d035_subfield_187_data_def_enum_1
0x002f4c4b	did_d035_subfield_187_data_def_enum_2
0x002f4c7f	did_d035_subfield_187_data_def
0x002f4cac	did_D035_subfield_187
0x002f4cc3	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 61
0x002f4d18	did_d035_subfield_188_data_def_enum_1
0x002f4d4d	did_d035_subfield_188_data_def_enum_2
0x002f4d81	did_d035_subfield_188_data_def
0x002f4dae	did_D035_subfield_188
0x002f4dc5	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 60
0x002f4e1a	did_d035_subfield_189_data_def_enum_1
0x002f4e4f	did_d035_subfield_189_data_def_enum_2
0x002f4e83	did_d035_subfield_189_data_def
0x002f4eb0	did_D035_subfield_189
0x002f4ec7	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 59
0x002f4f1c	did_d035_subfield_190_data_def_enum_1
0x002f4f51	did_d035_subfield_190_data_def_enum_2
0x002f4f85	did_d035_subfield_190_data_def
0x002f4fb2	did_D035_subfield_190
0x002f4fc9	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 58
0x002f501e	did_d035_subfield_191_data_def_enum_1
0x002f5053	did_d035_subfield_191_data_def_enum_2
0x002f5087	did_d035_subfield_191_data_def
0x002f50b4	did_D035_subfield_191
0x002f50cb	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 57
0x002f5120	did_d035_subfield_192_data_def_enum_1
0x002f5155	did_d035_subfield_192_data_def_enum_2
0x002f5189	did_d035_subfield_192_data_def
0x002f51b6	did_D035_subfield_192
0x002f51cd	PERIPS ACTIVE to LO MHZ Sleep Inhibitor 56
0x002f5201	did_D035
0x002f520b	ECU Sleep Blockers
0x002f5469	session_01
0x002f5475	defaultSession
0x002f5580	session_03
0x002f558c	extendedDiagnosticSession
0x002f55ac	service_22_p4_max_00
0x002f571f	session_02
0x002f572b	programmingSession
0x002f5744	service_22_p4_max_01
0x002f57a7	nrc_13
0x002f57af	incorrectMessageLengthOrInvalidFormat
0x002f57ed	nrc_22
0x002f57f5	conditionsNotCorrect
0x002f5822	nrc_31
0x002f582a	requestOutOfRange
0x002f5854	nrc_33
0x002f585c	securityAccessDenied
0x002f588b	service_22
0x002f5897	ReadDataByIdentifier
0x002f5934	Sleep
0x002f593b	did_d036_subfield_1_data_def_enum_1
0x002f596a	Awake
0x002f5971	did_d036_subfield_1_data_def_enum_2
0x002f59a3	did_d036_subfield_1_data_def
0x002f59ce	did_D036_subfield_1
0x002f59e3	AWAKE to CAN SLEEP Network Sleep Inhibitors 7
0x002f5a3f	did_d036_subfield_2_data_def_enum_1
0x002f5a72	did_d036_subfield_2_data_def_enum_2
0x002f5aa4	did_d036_subfield_2_data_def
0x002f5acf	did_D036_subfield_2
0x002f5ae4	AWAKE to CAN SLEEP Network Sleep Inhibitors 6
0x002f5b40	did_d036_subfield_3_data_def_enum_1
0x002f5b73	did_d036_subfield_3_data_def_enum_2
0x002f5ba5	did_d036_subfield_3_data_def
0x002f5bd0	did_D036_subfield_3
0x002f5be5	AWAKE to CAN SLEEP Network Sleep Inhibitors 5
0x002f5c41	did_d036_subfield_4_data_def_enum_1
0x002f5c74	did_d036_subfield_4_data_def_enum_2
0x002f5ca6	did_d036_subfield_4_data_def
0x002f5cd1	did_D036_subfield_4
0x002f5ce6	AWAKE to CAN SLEEP Network Sleep Inhibitors 4
0x002f5d42	did_d036_subfield_5_data_def_enum_1
0x002f5d75	did_d036_subfield_5_data_def_enum_2
0x002f5da7	did_d036_subfield_5_data_def
0x002f5dd2	did_D036_subfield_5
0x002f5de7	AWAKE to CAN SLEEP Network Sleep Inhibitors 3
0x002f5e43	did_d036_subfield_6_data_def_enum_1
0x002f5e76	did_d036_subfield_6_data_def_enum_2
0x002f5ea8	did_d036_subfield_6_data_def
0x002f5ed3	did_D036_subfield_6
0x002f5ee8	AWAKE to CAN SLEEP Network Sleep Inhibitors 2
0x002f5f44	did_d036_subfield_7_data_def_enum_1
0x002f5f77	did_d036_subfield_7_data_def_enum_2
0x002f5fa9	did_d036_subfield_7_data_def
0x002f5fd4	did_D036_subfield_7
0x002f5fe9	AWAKE to CAN SLEEP Network Sleep Inhibitors 1
0x002f6045	did_d036_subfield_8_data_def_enum_1
0x002f6078	did_d036_subfield_8_data_def_enum_2
0x002f60aa	did_d036_subfield_8_data_def
0x002f60d5	did_D036_subfield_8
0x002f60ea	AWAKE to CAN SLEEP Network Sleep Inhibitors 0
0x002f6146	did_d036_subfield_9_data_def_enum_1
0x002f6179	did_d036_subfield_9_data_def_enum_2
0x002f61ab	did_d036_subfield_9_data_def
0x002f61d6	did_D036_subfield_9
0x002f61eb	AWAKE to CAN SLEEP Network Sleep Inhibitors 15
0x002f6248	did_d036_subfield_10_data_def_enum_1
0x002f627c	did_d036_subfield_10_data_def_enum_2
0x002f62af	did_d036_subfield_10_data_def
0x002f62db	did_D036_subfield_10
0x002f62f1	AWAKE to CAN SLEEP Network Sleep Inhibitors 14
0x002f634e	did_d036_subfield_11_data_def_enum_1
0x002f6382	did_d036_subfield_11_data_def_enum_2
0x002f63b5	did_d036_subfield_11_data_def
0x002f63e1	did_D036_subfield_11
0x002f63f7	AWAKE to CAN SLEEP Network Sleep Inhibitors 13
0x002f6454	did_d036_subfield_12_data_def_enum_1
0x002f6488	did_d036_subfield_12_data_def_enum_2
0x002f64bb	did_d036_subfield_12_data_def
0x002f64e7	did_D036_subfield_12
0x002f64fd	AWAKE to CAN SLEEP Network Sleep Inhibitors 12
0x002f655a	did_d036_subfield_13_data_def_enum_1
0x002f658e	did_d036_subfield_13_data_def_enum_2
0x002f65c1	did_d036_subfield_13_data_def
0x002f65ed	did_D036_subfield_13
0x002f6603	AWAKE to CAN SLEEP Network Sleep Inhibitors 11
0x002f6660	did_d036_subfield_14_data_def_enum_1
0x002f6694	did_d036_subfield_14_data_def_enum_2
0x002f66c7	did_d036_subfield_14_data_def
0x002f66f3	did_D036_subfield_14
0x002f6709	AWAKE to CAN SLEEP Network Sleep Inhibitors 10
0x002f6766	did_d036_subfield_15_data_def_enum_1
0x002f679a	did_d036_subfield_15_data_def_enum_2
0x002f67cd	did_d036_subfield_15_data_def
0x002f67f9	did_D036_subfield_15
0x002f680f	AWAKE to CAN SLEEP Network Sleep Inhibitors 9
0x002f686b	did_d036_subfield_16_data_def_enum_1
0x002f689f	did_d036_subfield_16_data_def_enum_2
0x002f68d2	did_d036_subfield_16_data_def
0x002f68fe	did_D036_subfield_16
0x002f6914	AWAKE to CAN SLEEP Network Sleep Inhibitors 8
0x002f6970	did_d036_subfield_17_data_def_enum_1
0x002f69a4	did_d036_subfield_17_data_def_enum_2
0x002f69d7	did_d036_subfield_17_data_def
0x002f6a03	did_D036_subfield_17
0x002f6a19	AWAKE to CAN SLEEP Network Sleep Inhibitors 23
0x002f6a76	did_d036_subfield_18_data_def_enum_1
0x002f6aaa	did_d036_subfield_18_data_def_enum_2
0x002f6add	did_d036_subfield_18_data_def
0x002f6b09	did_D036_subfield_18
0x002f6b1f	AWAKE to CAN SLEEP Network Sleep Inhibitors 22
0x002f6b7c	did_d036_subfield_19_data_def_enum_1
0x002f6bb0	did_d036_subfield_19_data_def_enum_2
0x002f6be3	did_d036_subfield_19_data_def
0x002f6c0f	did_D036_subfield_19
0x002f6c25	AWAKE to CAN SLEEP Network Sleep Inhibitors 21
0x002f6c82	did_d036_subfield_20_data_def_enum_1
0x002f6cb6	did_d036_subfield_20_data_def_enum_2
0x002f6ce9	did_d036_subfield_20_data_def
0x002f6d15	did_D036_subfield_20
0x002f6d2b	AWAKE to CAN SLEEP Network Sleep Inhibitors 20
0x002f6d88	did_d036_subfield_21_data_def_enum_1
0x002f6dbc	did_d036_subfield_21_data_def_enum_2
0x002f6def	did_d036_subfield_21_data_def
0x002f6e1b	did_D036_subfield_21
0x002f6e31	AWAKE to CAN SLEEP Network Sleep Inhibitors 19
0x002f6e8e	did_d036_subfield_22_data_def_enum_1
0x002f6ec2	did_d036_subfield_22_data_def_enum_2
0x002f6ef5	did_d036_subfield_22_data_def
0x002f6f21	did_D036_subfield_22
0x002f6f37	AWAKE to CAN SLEEP Network Sleep Inhibitors 18
0x002f6f94	did_d036_subfield_23_data_def_enum_1
0x002f6fc8	did_d036_subfield_23_data_def_enum_2
0x002f6ffb	did_d036_subfield_23_data_def
0x002f7027	did_D036_subfield_23
0x002f703d	AWAKE to CAN SLEEP Network Sleep Inhibitors 17
0x002f709a	did_d036_subfield_24_data_def_enum_1
0x002f70ce	did_d036_subfield_24_data_def_enum_2
0x002f7101	did_d036_subfield_24_data_def
0x002f712d	did_D036_subfield_24
0x002f7143	AWAKE to CAN SLEEP Network Sleep Inhibitors 16
0x002f71a0	did_d036_subfield_25_data_def_enum_1
0x002f71d4	did_d036_subfield_25_data_def_enum_2
0x002f7207	did_d036_subfield_25_data_def
0x002f7233	did_D036_subfield_25
0x002f7249	AWAKE to CAN SLEEP Network Sleep Inhibitors 31
0x002f72a6	did_d036_subfield_26_data_def_enum_1
0x002f72da	did_d036_subfield_26_data_def_enum_2
0x002f730d	did_d036_subfield_26_data_def
0x002f7339	did_D036_subfield_26
0x002f734f	AWAKE to CAN SLEEP Network Sleep Inhibitors 30
0x002f73ac	did_d036_subfield_27_data_def_enum_1
0x002f73e0	did_d036_subfield_27_data_def_enum_2
0x002f7413	did_d036_subfield_27_data_def
0x002f743f	did_D036_subfield_27
0x002f7455	AWAKE to CAN SLEEP Network Sleep Inhibitors 29
0x002f74b2	did_d036_subfield_28_data_def_enum_1
0x002f74e6	did_d036_subfield_28_data_def_enum_2
0x002f7519	did_d036_subfield_28_data_def
0x002f7545	did_D036_subfield_28
0x002f755b	AWAKE to CAN SLEEP Network Sleep Inhibitors 28
0x002f75b8	did_d036_subfield_29_data_def_enum_1
0x002f75ec	did_d036_subfield_29_data_def_enum_2
0x002f761f	did_d036_subfield_29_data_def
0x002f764b	did_D036_subfield_29
0x002f7661	AWAKE to CAN SLEEP Network Sleep Inhibitors 27
0x002f76be	did_d036_subfield_30_data_def_enum_1
0x002f76f2	did_d036_subfield_30_data_def_enum_2
0x002f7725	did_d036_subfield_30_data_def
0x002f7751	did_D036_subfield_30
0x002f7767	AWAKE to CAN SLEEP Network Sleep Inhibitors 26
0x002f77c4	did_d036_subfield_31_data_def_enum_1
0x002f77f8	did_d036_subfield_31_data_def_enum_2
0x002f782b	did_d036_subfield_31_data_def
0x002f7857	did_D036_subfield_31
0x002f786d	AWAKE to CAN SLEEP Network Sleep Inhibitors 25
0x002f78ca	did_d036_subfield_32_data_def_enum_1
0x002f78fe	did_d036_subfield_32_data_def_enum_2
0x002f7931	did_d036_subfield_32_data_def
0x002f795d	did_D036_subfield_32
0x002f7973	AWAKE to CAN SLEEP Network Sleep Inhibitors 24
0x002f79d0	did_d036_subfield_33_data_def_enum_1
0x002f7a04	did_d036_subfield_33_data_def_enum_2
0x002f7a37	did_d036_subfield_33_data_def
0x002f7a63	did_D036_subfield_33
0x002f7a79	AWAKE to CAN SLEEP Network Sleep Inhibitors 39
0x002f7ad6	did_d036_subfield_34_data_def_enum_1
0x002f7b0a	did_d036_subfield_34_data_def_enum_2
0x002f7b3d	did_d036_subfield_34_data_def
0x002f7b69	did_D036_subfield_34
