start_hex,start_abs_hex,end_hex,length,class,confidence,repr_values,note
0x03fe8,0x101d3fe8,0x0400e,38,unknown,low,3d 2a 7b 54 00 80 00 00 3d 2a 7b 54 ...,no classifier heuristic matched
0x0400e,0x101d400e,0x04060,82,u16_table,low,"[0, 524, 0, 524, 0, 524, 0, 524, ... (41 total)]",contiguous u16 values in plausible range
0x04060,0x101d4060,0x04066,6,unknown,low,b3 30 18 35 00 38,no classifier heuristic matched
0x04066,0x101d4066,0x04070,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x04070,0x101d4070,0x04076,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x04076,0x101d4076,0x04080,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x04080,0x101d4080,0x04086,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x04086,0x101d4086,0x04090,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x04090,0x101d4090,0x04096,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x04096,0x101d4096,0x040a0,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x040a0,0x101d40a0,0x040a6,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x040a6,0x101d40a6,0x040b0,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x040b0,0x101d40b0,0x040b6,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x040b6,0x101d40b6,0x040c0,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x040c0,0x101d40c0,0x040c6,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x040c6,0x101d40c6,0x040d0,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x040d0,0x101d40d0,0x040d6,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x040d6,0x101d40d6,0x040e0,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x040e0,0x101d40e0,0x040e6,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x040e6,0x101d40e6,0x040f0,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x040f0,0x101d40f0,0x040f6,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x040f6,0x101d40f6,0x04100,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x04100,0x101d4100,0x04106,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x04106,0x101d4106,0x04110,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x04110,0x101d4110,0x04116,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x04116,0x101d4116,0x041d6,192,u16_table,low,"[4096, 4096, 4009, 3891, 2432, 345, 73, 0, ... (96 total)]",contiguous u16 values in plausible range
0x041d6,0x101d41d6,0x041ea,20,u16_axis,medium,"[0, 2048, 4096, 6144, 8192, 10240, 12288, 14336, ... (10 total)]","monotonic u16 axis, inc"
0x041ea,0x101d41ea,0x041fe,20,reserved_zero,high,0x00 × 20,may be deprecated/disabled field cleared by Ford
0x041fe,0x101d41fe,0x0422a,44,u16_table,low,"[655, 655, 655, 655, 655, 655, 655, 655, ... (22 total)]",contiguous u16 values in plausible range
0x0422a,0x101d422a,0x0422c,2,unknown,low,00 80,no classifier heuristic matched
0x0422c,0x101d422c,0x04230,4,float_scalar,low,2.00781,standalone float32
0x04230,0x101d4230,0x04249,25,reserved_zero,high,0x00 × 25,may be deprecated/disabled field cleared by Ford
0x04249,0x101d4249,0x0424c,3,unknown,low,40 00 40,no classifier heuristic matched
0x0424c,0x101d424c,0x04258,12,float_table,low,"[2.004, 2.004, 2.004]",contiguous plausible float32s
0x04258,0x101d4258,0x0425a,2,unknown,low,00 40,no classifier heuristic matched
0x0425a,0x101d425a,0x04298,62,u16_table,low,"[0, 48, 96, 144, 192, 288, 480, 640, ... (31 total)]",contiguous u16 values in plausible range
0x04298,0x101d4298,0x0429a,2,unknown,low,c0 2b,no classifier heuristic matched
0x0429a,0x101d429a,0x042b8,30,u16_table,low,"[0, 40, 80, 120, 160, 240, 320, 400, ... (15 total)]",contiguous u16 values in plausible range
0x042b8,0x101d42b8,0x042ba,2,unknown,low,c0 2b,no classifier heuristic matched
0x042ba,0x101d42ba,0x042d8,30,u16_table,low,"[0, 40, 80, 120, 160, 240, 320, 400, ... (15 total)]",contiguous u16 values in plausible range
0x042d8,0x101d42d8,0x042da,2,unknown,low,c0 2b,no classifier heuristic matched
0x042da,0x101d42da,0x042f8,30,u16_table,low,"[0, 40, 80, 120, 160, 240, 320, 400, ... (15 total)]",contiguous u16 values in plausible range
0x042f8,0x101d42f8,0x042fa,2,unknown,low,c0 2b,no classifier heuristic matched
0x042fa,0x101d42fa,0x04318,30,u16_table,low,"[0, 32, 64, 96, 128, 192, 256, 320, ... (15 total)]",contiguous u16 values in plausible range
0x04318,0x101d4318,0x0431a,2,unknown,low,c0 2b,no classifier heuristic matched
0x0431a,0x101d431a,0x04338,30,u16_table,low,"[0, 32, 64, 96, 128, 192, 256, 320, ... (15 total)]",contiguous u16 values in plausible range
0x04338,0x101d4338,0x0433a,2,unknown,low,c0 2b,no classifier heuristic matched
0x0433a,0x101d433a,0x04358,30,u16_table,low,"[0, 16, 32, 48, 64, 96, 128, 160, ... (15 total)]",contiguous u16 values in plausible range
0x04358,0x101d4358,0x0435a,2,unknown,low,c0 2b,no classifier heuristic matched
0x0435a,0x101d435a,0x0437a,32,u16_axis,medium,"[0, 16, 32, 48, 64, 96, 128, 160, ... (16 total)]","monotonic u16 axis, inc"
0x0437a,0x101d437a,0x0439c,34,reserved_zero,high,0x00 × 34,may be deprecated/disabled field cleared by Ford
0x0439c,0x101d439c,0x04444,168,u16_table,low,"[132, 264, 402, 472, 505, 509, 509, 509, ... (84 total)]",contiguous u16 values in plausible range
0x04444,0x101d4444,0x04450,12,u16_axis,medium,"[107, 105, 98, 73, 47, 31]","monotonic u16 axis, dec"
0x04450,0x101d4450,0x04451,1,unknown,low,0f,no classifier heuristic matched
0x04451,0x101d4451,0x0445c,11,reserved_zero,high,0x00 × 11,may be deprecated/disabled field cleared by Ford
0x0445c,0x101d445c,0x04466,10,u16_table,low,"[14, 25, 32, 40, 43]",contiguous u16 values in plausible range
0x04466,0x101d4466,0x04470,10,u16_axis,medium,"[44, 42, 33, 23, 14]","monotonic u16 axis, dec"
0x04470,0x101d4470,0x04471,1,unknown,low,09,no classifier heuristic matched
0x04471,0x101d4471,0x0449c,43,reserved_zero,high,0x00 × 43,may be deprecated/disabled field cleared by Ford
0x0449c,0x101d449c,0x045be,290,u16_table,low,"[77, 230, 435, 717, 1024, 1126, 2560, 0, ... (145 total)]",contiguous u16 values in plausible range
0x045be,0x101d45be,0x04602,68,unknown,low,00 32 00 50 00 00 00 1e 00 32 00 50 ...,no classifier heuristic matched
0x04602,0x101d4602,0x04658,86,u16_table,low,"[256, 174, 128, 0, 256, 174, 128, 0, ... (43 total)]",contiguous u16 values in plausible range
0x04658,0x101d4658,0x0465c,4,unknown,low,00 28 00 32,no classifier heuristic matched
0x0465c,0x101d465c,0x04674,24,u16_axis,medium,"[0, 1280, 3840, 6400, 9600, 12800, 15360, 17920, ... (12 total)]","monotonic u16 axis, inc"
0x04674,0x101d4674,0x04680,12,float_axis,medium,"[0.8855, 0.99, 1]",monotonic inc
0x04680,0x101d4680,0x047d0,336,u16_table,low,"[2851, 2532, 2412, 2303, 2207, 2124, 2052, 1926, ... (168 total)]",contiguous u16 values in plausible range
0x047d0,0x101d47d0,0x047d2,2,unknown,low,00 40,no classifier heuristic matched
0x047d2,0x101d47d2,0x047ea,24,u16_table,low,"[0, 922, 1331, 1741, 2150, 2560, 2970, 3789, ... (12 total)]",contiguous u16 values in plausible range
0x047ea,0x101d47ea,0x047ec,2,unknown,low,00 40,no classifier heuristic matched
0x047ec,0x101d47ec,0x04804,24,u16_table,low,"[0, 922, 1331, 1741, 2150, 2560, 2970, 3789, ... (12 total)]",contiguous u16 values in plausible range
0x04804,0x101d4804,0x04806,2,unknown,low,00 40,no classifier heuristic matched
0x04806,0x101d4806,0x0481e,24,u16_table,low,"[0, 922, 1331, 1741, 2150, 2560, 2970, 3789, ... (12 total)]",contiguous u16 values in plausible range
0x0481e,0x101d481e,0x04820,2,unknown,low,00 40,no classifier heuristic matched
0x04820,0x101d4820,0x04838,24,u16_table,low,"[0, 922, 1331, 1741, 2150, 2560, 2970, 3789, ... (12 total)]",contiguous u16 values in plausible range
0x04838,0x101d4838,0x0483a,2,unknown,low,00 40,no classifier heuristic matched
0x0483a,0x101d483a,0x04852,24,u16_table,low,"[0, 922, 1331, 1741, 2150, 2560, 2970, 3789, ... (12 total)]",contiguous u16 values in plausible range
0x04852,0x101d4852,0x04854,2,unknown,low,00 40,no classifier heuristic matched
0x04854,0x101d4854,0x0486c,24,u16_table,low,"[0, 922, 1331, 1741, 2150, 2560, 2970, 3789, ... (12 total)]",contiguous u16 values in plausible range
0x0486c,0x101d486c,0x0486e,2,unknown,low,00 40,no classifier heuristic matched
0x0486e,0x101d486e,0x04886,24,u16_table,low,"[0, 922, 1331, 1741, 2150, 2560, 2970, 3789, ... (12 total)]",contiguous u16 values in plausible range
0x04886,0x101d4886,0x04888,2,unknown,low,00 40,no classifier heuristic matched
0x04888,0x101d4888,0x048a0,24,u16_table,low,"[0, 922, 1331, 1741, 2150, 2560, 2970, 3789, ... (12 total)]",contiguous u16 values in plausible range
0x048a0,0x101d48a0,0x048a2,2,unknown,low,00 40,no classifier heuristic matched
0x048a2,0x101d48a2,0x048ba,24,u16_table,low,"[0, 922, 1331, 1741, 2150, 2560, 2970, 3789, ... (12 total)]",contiguous u16 values in plausible range
0x048ba,0x101d48ba,0x048bc,2,unknown,low,00 40,no classifier heuristic matched
0x048bc,0x101d48bc,0x048d4,24,u16_table,low,"[0, 922, 1331, 1741, 2150, 2560, 2970, 3789, ... (12 total)]",contiguous u16 values in plausible range
0x048d4,0x101d48d4,0x048d6,2,unknown,low,00 40,no classifier heuristic matched
0x048d6,0x101d48d6,0x048ee,24,u16_table,low,"[0, 922, 1331, 1741, 2150, 2560, 2970, 3789, ... (12 total)]",contiguous u16 values in plausible range
0x048ee,0x101d48ee,0x048f0,2,unknown,low,00 40,no classifier heuristic matched
0x048f0,0x101d48f0,0x04af6,518,u16_table,low,"[0, 53, 86, 108, 130, 151, 173, 194, ... (259 total)]",contiguous u16 values in plausible range
0x04af6,0x101d4af6,0x04af8,2,unknown,low,00 50,no classifier heuristic matched
0x04af8,0x101d4af8,0x04b1e,38,u16_table,low,"[0, 51, 66, 78, 100, 135, 182, 240, ... (19 total)]",contiguous u16 values in plausible range
0x04b1e,0x101d4b1e,0x04b20,2,unknown,low,00 50,no classifier heuristic matched
0x04b20,0x101d4b20,0x04b46,38,u16_table,low,"[0, 51, 74, 86, 111, 143, 186, 240, ... (19 total)]",contiguous u16 values in plausible range
0x04b46,0x101d4b46,0x04b48,2,unknown,low,00 30,no classifier heuristic matched
0x04b48,0x101d4b48,0x04cb4,364,u16_table,low,"[0, 41, 70, 86, 111, 147, 197, 254, ... (182 total)]",contiguous u16 values in plausible range
0x04cb4,0x101d4cb4,0x04cb6,2,unknown,low,00 80,no classifier heuristic matched
0x04cb6,0x101d4cb6,0x04f3c,646,u16_table,low,"[0, 0, 400, 800, 1200, 1600, 2400, 3200, ... (323 total)]",contiguous u16 values in plausible range
0x04f3c,0x101d4f3c,0x04f62,38,unknown,low,3d 2a 7b 54 00 80 00 00 3d 2a 7b 54 ...,no classifier heuristic matched
0x04f62,0x101d4f62,0x04fb4,82,u16_table,low,"[0, 524, 0, 524, 0, 524, 0, 524, ... (41 total)]",contiguous u16 values in plausible range
0x04fb4,0x101d4fb4,0x04fba,6,unknown,low,b3 30 18 35 00 38,no classifier heuristic matched
0x04fba,0x101d4fba,0x04fc4,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x04fc4,0x101d4fc4,0x04fca,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x04fca,0x101d4fca,0x04fd4,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x04fd4,0x101d4fd4,0x04fda,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x04fda,0x101d4fda,0x04fe4,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x04fe4,0x101d4fe4,0x04fea,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x04fea,0x101d4fea,0x04ff4,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x04ff4,0x101d4ff4,0x04ffa,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x04ffa,0x101d4ffa,0x05004,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x05004,0x101d5004,0x0500a,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x0500a,0x101d500a,0x05014,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x05014,0x101d5014,0x0501a,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x0501a,0x101d501a,0x05024,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x05024,0x101d5024,0x0502a,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x0502a,0x101d502a,0x05034,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x05034,0x101d5034,0x0503a,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x0503a,0x101d503a,0x05044,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x05044,0x101d5044,0x0504a,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x0504a,0x101d504a,0x05054,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x05054,0x101d5054,0x0505a,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x0505a,0x101d505a,0x05064,10,u16_table,low,"[0, 3072, 3725, 4220, 7424]",contiguous u16 values in plausible range
0x05064,0x101d5064,0x0506a,6,unknown,low,52 2f 00 30 00 31,no classifier heuristic matched
0x0506a,0x101d506a,0x0512a,192,u16_table,low,"[4096, 4096, 4009, 3891, 2432, 345, 73, 0, ... (96 total)]",contiguous u16 values in plausible range
0x0512a,0x101d512a,0x0513e,20,u16_axis,medium,"[0, 2048, 4096, 6144, 8192, 10240, 12288, 14336, ... (10 total)]","monotonic u16 axis, inc"
0x0513e,0x101d513e,0x05152,20,reserved_zero,high,0x00 × 20,may be deprecated/disabled field cleared by Ford
0x05152,0x101d5152,0x0517e,44,u16_table,low,"[655, 655, 655, 655, 655, 655, 655, 655, ... (22 total)]",contiguous u16 values in plausible range
0x0517e,0x101d517e,0x05180,2,unknown,low,00 80,no classifier heuristic matched
0x05180,0x101d5180,0x05184,4,float_scalar,low,2.00781,standalone float32
0x05184,0x101d5184,0x0519d,25,reserved_zero,high,0x00 × 25,may be deprecated/disabled field cleared by Ford
0x0519d,0x101d519d,0x051a0,3,unknown,low,40 00 40,no classifier heuristic matched
0x051a0,0x101d51a0,0x051ac,12,float_table,low,"[2.004, 2.004, 2.004]",contiguous plausible float32s
0x051ac,0x101d51ac,0x051ae,2,unknown,low,00 40,no classifier heuristic matched
0x051ae,0x101d51ae,0x051ec,62,u16_table,low,"[0, 48, 96, 144, 192, 288, 480, 640, ... (31 total)]",contiguous u16 values in plausible range
0x051ec,0x101d51ec,0x051ee,2,unknown,low,c0 2b,no classifier heuristic matched
0x051ee,0x101d51ee,0x0520c,30,u16_table,low,"[0, 40, 80, 120, 160, 240, 320, 400, ... (15 total)]",contiguous u16 values in plausible range
0x0520c,0x101d520c,0x0520e,2,unknown,low,c0 2b,no classifier heuristic matched
0x0520e,0x101d520e,0x0522c,30,u16_table,low,"[0, 40, 80, 120, 160, 240, 320, 400, ... (15 total)]",contiguous u16 values in plausible range
0x0522c,0x101d522c,0x0522e,2,unknown,low,c0 2b,no classifier heuristic matched
0x0522e,0x101d522e,0x0524c,30,u16_table,low,"[0, 40, 80, 120, 160, 240, 320, 400, ... (15 total)]",contiguous u16 values in plausible range
0x0524c,0x101d524c,0x0524e,2,unknown,low,c0 2b,no classifier heuristic matched
0x0524e,0x101d524e,0x0526c,30,u16_table,low,"[0, 32, 64, 96, 128, 192, 256, 320, ... (15 total)]",contiguous u16 values in plausible range
0x0526c,0x101d526c,0x0526e,2,unknown,low,c0 2b,no classifier heuristic matched
0x0526e,0x101d526e,0x0528c,30,u16_table,low,"[0, 32, 64, 96, 128, 192, 256, 320, ... (15 total)]",contiguous u16 values in plausible range
0x0528c,0x101d528c,0x0528e,2,unknown,low,c0 2b,no classifier heuristic matched
0x0528e,0x101d528e,0x052ac,30,u16_table,low,"[0, 16, 32, 48, 64, 96, 128, 160, ... (15 total)]",contiguous u16 values in plausible range
0x052ac,0x101d52ac,0x052ae,2,unknown,low,c0 2b,no classifier heuristic matched
0x052ae,0x101d52ae,0x052ce,32,u16_axis,medium,"[0, 16, 32, 48, 64, 96, 128, 160, ... (16 total)]","monotonic u16 axis, inc"
0x052ce,0x101d52ce,0x052f0,34,reserved_zero,high,0x00 × 34,may be deprecated/disabled field cleared by Ford
0x052f0,0x101d52f0,0x05398,168,u16_table,low,"[132, 264, 402, 472, 505, 509, 509, 509, ... (84 total)]",contiguous u16 values in plausible range
0x05398,0x101d5398,0x053a4,12,u16_axis,medium,"[107, 105, 98, 73, 47, 31]","monotonic u16 axis, dec"
0x053a4,0x101d53a4,0x053a5,1,unknown,low,0f,no classifier heuristic matched
0x053a5,0x101d53a5,0x053b0,11,reserved_zero,high,0x00 × 11,may be deprecated/disabled field cleared by Ford
0x053b0,0x101d53b0,0x053ba,10,u16_table,low,"[14, 25, 32, 40, 43]",contiguous u16 values in plausible range
0x053ba,0x101d53ba,0x053c4,10,u16_axis,medium,"[44, 42, 33, 23, 14]","monotonic u16 axis, dec"
0x053c4,0x101d53c4,0x053c5,1,unknown,low,09,no classifier heuristic matched
0x053c5,0x101d53c5,0x053f0,43,reserved_zero,high,0x00 × 43,may be deprecated/disabled field cleared by Ford
0x053f0,0x101d53f0,0x05512,290,u16_table,low,"[77, 230, 435, 717, 1024, 1126, 2560, 0, ... (145 total)]",contiguous u16 values in plausible range
0x05512,0x101d5512,0x05556,68,unknown,low,00 32 00 50 00 00 00 1e 00 32 00 50 ...,no classifier heuristic matched
0x05556,0x101d5556,0x055ac,86,u16_table,low,"[256, 174, 128, 0, 256, 174, 128, 0, ... (43 total)]",contiguous u16 values in plausible range
0x055ac,0x101d55ac,0x055b0,4,unknown,low,00 28 00 32,no classifier heuristic matched
0x055b0,0x101d55b0,0x055ba,10,u16_table,low,"[0, 1280, 3840, 6400, 9600]",contiguous u16 values in plausible range
0x055ba,0x101d55ba,0x055bc,2,unknown,low,00 32,no classifier heuristic matched
0x055bc,0x101d55bc,0x055c0,4,float_scalar,low,8207,standalone float32
0x055c0,0x101d55c0,0x055c8,8,unknown,low,80 7b 00 7c 80 7c 00 7d,no classifier heuristic matched
0x055c8,0x101d55c8,0x055d4,12,float_table,low,"[1, 1, 1]",contiguous plausible float32s
0x055d4,0x101d55d4,0x055e6,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x055e6,0x101d55e6,0x055ee,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x055ee,0x101d55ee,0x05600,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x05600,0x101d5600,0x05608,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x05608,0x101d5608,0x0561a,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x0561a,0x101d561a,0x05622,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x05622,0x101d5622,0x05634,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x05634,0x101d5634,0x0563c,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x0563c,0x101d563c,0x0564e,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x0564e,0x101d564e,0x05656,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x05656,0x101d5656,0x05668,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x05668,0x101d5668,0x05670,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x05670,0x101d5670,0x05682,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x05682,0x101d5682,0x0568a,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x0568a,0x101d568a,0x0569c,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x0569c,0x101d569c,0x056a4,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x056a4,0x101d56a4,0x056b6,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x056b6,0x101d56b6,0x056be,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x056be,0x101d56be,0x056d0,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x056d0,0x101d56d0,0x056d8,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x056d8,0x101d56d8,0x056ea,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x056ea,0x101d56ea,0x056f2,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x056f2,0x101d56f2,0x05704,18,u16_table,low,"[979, 979, 979, 979, 979, 979, 979, 979, ... (9 total)]",contiguous u16 values in plausible range
0x05704,0x101d5704,0x0570f,11,reserved_zero,high,0x00 × 11,may be deprecated/disabled field cleared by Ford
0x0570f,0x101d570f,0x05710,1,unknown,low,02,no classifier heuristic matched
0x05710,0x101d5710,0x0571e,14,u16_table,low,"[1024, 1536, 2048, 2560, 3072, 4096, 8192]",contiguous u16 values in plausible range
0x0571e,0x101d571e,0x05720,2,unknown,low,00 30,no classifier heuristic matched
0x05720,0x101d5720,0x05724,4,float_scalar,low,0.125229,standalone float32
0x05724,0x101d5724,0x05726,2,unknown,low,00 40,no classifier heuristic matched
0x05726,0x101d5726,0x05738,18,u16_table,low,"[0, 512, 1024, 1536, 2048, 2560, 3072, 4096, ... (9 total)]",contiguous u16 values in plausible range
0x05738,0x101d5738,0x0573c,4,float_scalar,low,0.00782394,standalone float32
0x0573c,0x101d573c,0x05740,4,float_scalar,low,2.00378,standalone float32
0x05740,0x101d5740,0x05752,18,u16_table,low,"[0, 512, 1024, 1536, 2048, 2560, 3072, 4096, ... (9 total)]",contiguous u16 values in plausible range
0x05752,0x101d5752,0x05754,2,unknown,low,00 30,no classifier heuristic matched
0x05754,0x101d5754,0x05758,4,float_scalar,low,0.125229,standalone float32
0x05758,0x101d5758,0x0575a,2,unknown,low,00 40,no classifier heuristic matched
0x0575a,0x101d575a,0x0576c,18,u16_table,low,"[0, 512, 1024, 1536, 2048, 2560, 3072, 4096, ... (9 total)]",contiguous u16 values in plausible range
0x0576c,0x101d576c,0x05770,4,float_scalar,low,0.00782394,standalone float32
0x05770,0x101d5770,0x05774,4,float_scalar,low,2.00378,standalone float32
0x05774,0x101d5774,0x05786,18,u16_table,low,"[0, 512, 1024, 1536, 2048, 2560, 3072, 4096, ... (9 total)]",contiguous u16 values in plausible range
0x05786,0x101d5786,0x05788,2,unknown,low,00 30,no classifier heuristic matched
0x05788,0x101d5788,0x0578c,4,float_scalar,low,0.125229,standalone float32
0x0578c,0x101d578c,0x0578e,2,unknown,low,00 40,no classifier heuristic matched
0x0578e,0x101d578e,0x057a0,18,u16_table,low,"[0, 512, 1024, 1536, 2048, 2560, 3072, 4096, ... (9 total)]",contiguous u16 values in plausible range
0x057a0,0x101d57a0,0x057a4,4,float_scalar,low,0.00782394,standalone float32
0x057a4,0x101d57a4,0x057a8,4,float_scalar,low,2.00378,standalone float32
0x057a8,0x101d57a8,0x057ba,18,u16_table,low,"[0, 512, 1024, 1536, 2048, 2560, 3072, 4096, ... (9 total)]",contiguous u16 values in plausible range
0x057ba,0x101d57ba,0x057bc,2,unknown,low,00 30,no classifier heuristic matched
0x057bc,0x101d57bc,0x057c0,4,float_scalar,low,0.125229,standalone float32
0x057c0,0x101d57c0,0x057c2,2,unknown,low,00 40,no classifier heuristic matched
0x057c2,0x101d57c2,0x057d4,18,u16_table,low,"[0, 512, 1024, 1536, 2048, 2560, 3072, 4096, ... (9 total)]",contiguous u16 values in plausible range
0x057d4,0x101d57d4,0x057d8,4,float_scalar,low,0.00782394,standalone float32
0x057d8,0x101d57d8,0x057dc,4,float_scalar,low,2.00378,standalone float32
0x057dc,0x101d57dc,0x057ee,18,u16_table,low,"[0, 512, 1024, 1536, 2048, 2560, 3072, 4096, ... (9 total)]",contiguous u16 values in plausible range
0x057ee,0x101d57ee,0x057f0,2,unknown,low,00 30,no classifier heuristic matched
0x057f0,0x101d57f0,0x057f4,4,float_scalar,low,0.125229,standalone float32
0x057f4,0x101d57f4,0x057f6,2,unknown,low,00 40,no classifier heuristic matched
0x057f6,0x101d57f6,0x05808,18,u16_table,low,"[0, 512, 1024, 1536, 2048, 2560, 3072, 4096, ... (9 total)]",contiguous u16 values in plausible range
0x05808,0x101d5808,0x0580c,4,float_scalar,low,0.00782394,standalone float32
0x0580c,0x101d580c,0x05810,4,float_scalar,low,2.00378,standalone float32
0x05810,0x101d5810,0x05822,18,u16_table,low,"[0, 512, 1024, 1536, 2048, 2560, 3072, 4096, ... (9 total)]",contiguous u16 values in plausible range
0x05822,0x101d5822,0x05824,2,unknown,low,00 30,no classifier heuristic matched
0x05824,0x101d5824,0x05828,4,float_scalar,low,0.125229,standalone float32
0x05828,0x101d5828,0x0582a,2,unknown,low,00 40,no classifier heuristic matched
0x0582a,0x101d582a,0x0583c,18,u16_table,low,"[0, 512, 1024, 1536, 2048, 2560, 3072, 4096, ... (9 total)]",contiguous u16 values in plausible range
0x0583c,0x101d583c,0x05840,4,float_scalar,low,0.00782394,standalone float32
0x05840,0x101d5840,0x05844,4,float_scalar,low,2.00378,standalone float32
0x05844,0x101d5844,0x05a4a,518,u16_table,low,"[0, 191, 220, 248, 276, 304, 332, 360, ... (259 total)]",contiguous u16 values in plausible range
0x05a4a,0x101d5a4a,0x05a4c,2,unknown,low,86 29,no classifier heuristic matched
0x05a4c,0x101d5a4c,0x05a72,38,u16_table,low,"[0, 0, 47, 62, 78, 94, 111, 143, ... (19 total)]",contiguous u16 values in plausible range
0x05a72,0x101d5a72,0x05a74,2,unknown,low,86 29,no classifier heuristic matched
